128,[25.  5.],[25.00124812  5.49962188],[25.00747225  5.99810455],[25.02236656  6.49506554],[25.04711287  6.99053735],[25.08165147  7.4845798 ],[25.12593592  7.97724723],[25.17993535  8.46859199],[25.24363426  8.95866423],[25.31703225  9.44751112],[25.40014368  9.93517617],[25.49299749 10.42169866],[25.59563698 10.90711327],[25.70811966 11.3914497 ],[25.83051717 11.8747324 ],[25.96291527 12.35698039],[26.10541392 12.83820697],[26.25812737 13.31841965],[26.42118443 13.79761991],[26.59472876 14.27580304],[26.77891927 14.75295797],[26.97393062 15.22906702],[27.17995382 15.70410567],[27.39719696 16.17804225],[27.62588602 16.65083763],[27.86626581 17.12244474],[28.11860111 17.59280813],[28.38317785 18.06186339],[28.66030453 18.52953645],[28.9486062  18.99682196],[29.24236027 19.46744721],[29.53370554 19.94604534],[29.81758243 20.43452076],[30.09205163 20.93212876],[30.35609504 21.43748147],[30.60888081 21.94927519],[30.84975969 22.46630815],[31.07824349 22.98747633],[31.29398695 23.511777  ],[31.49676965 24.03831058],[31.68647825 24.56628008],[31.86308931 25.09498856],[32.02665311 25.62383487],[32.17727884 26.15230815],[32.3151211 26.6799813],[32.44036805 27.20650395],[32.55323093 27.73159493],[32.65393525 28.25503474],[32.74271322 28.77665816],[32.81979758 29.29634705],[32.88541656 29.81402357],[32.93978985 30.32964395],[32.98312556 30.84319271],[33.01561782 31.35467743],[33.03744513 31.86412415],[33.04876919 32.37157327],[33.04973418 32.87707595],[33.04046637 33.38069107],[33.02107398 33.88248251],[32.99164729 34.38251702],[32.95225882 34.88086225],[32.90296367 35.37758525],[32.84379985 35.87275117],[32.77478866 36.36642223],[32.69593512 36.85865689],[32.60722825 37.34950914],[32.50864146 37.83902802],[32.40013278 38.3272572 ],[32.28164504 38.81423461],[32.15310605 39.29999225],[32.01442858 39.7845559 ],[31.86551042 40.26794502],[31.70623417 40.75017252],[31.53646709 41.23124465],[31.35606077 41.71116084],[31.16485071 42.18991346],[30.96265581 42.66748765],[30.74927777 43.14386107],[30.52450028 43.61900356],[30.28808823 44.09287681],[30.03978662 44.56543389],[29.77931947 45.03661876],[29.50638847 45.50636564],[29.2206715  45.97459827],[28.92182098 46.44122911],[28.60946196 46.90615826],[28.28319001 47.36927238],[27.94256886 47.83044326],[27.58712775 48.28952628],[27.21635843 48.74635853],[26.82971183 49.20075669],[26.42659431 49.6525145 ],[26.00636346 50.10139983]
256,[25.  5.],[25.00125171  5.50034011],[25.00753221  6.00199979],[25.02267637  6.50576555],[25.0480485  7.0114977],[25.08375193  7.51863958],[25.12987492  8.02669479],[25.18648865  8.5352431 ],[25.25365035  9.04392559],[25.3314085   9.55243619],[25.41980736 10.06051487],[25.51889078 10.56794146],[25.62870552 11.07452989],[25.74930395 11.58012319],[25.88074639 12.0845888 ],[26.02310315 12.5878145 ],[26.17645622 13.08970472],[26.34090076 13.59017723],[26.51654645 14.0891602 ],[26.70351866 14.58658961],[26.90195962 15.08240684],[27.11202949 15.57655652],[27.33390743 16.06898467],[27.56779272 16.55963682],[27.81390591 17.0484564 ],[28.07249008 17.53538317],[28.34381214 18.02035163],[28.62816436 18.50328963],[28.92586594 18.98411675],[29.23710516 19.46284922],[29.55919647 19.94149178],[29.88409956 20.42559956],[30.20341697 20.92013474],[30.51340062 21.42568518],[30.81273931 21.94067247],[31.10030773 22.46353914],[31.37521951 22.99284667],[31.63679592 23.52725895],[31.8845444  24.06554888],[32.11813737 24.60660491],[32.33739065 25.14943392],[32.54224204 25.69316112],[32.73273073 26.23702735],[32.90897794 26.78038421],[33.07116926 27.32268756],[33.21953872 27.86348978],[33.35435478 28.40243125],[33.47590825 28.93923136],[33.58450203 29.4736795 ],[33.68044263 30.00562614],[33.76403317 30.53497431],[33.83556795 31.06167159],[33.89532808 31.58570269],[33.94357834 32.10708275],[33.98056483 32.62585126],[34.00651341 33.14206671],[34.02162875 33.65580196],[34.0260938  34.16714017],[34.02006978 34.67617136],[34.00369623 35.18298945],[33.97709149 35.68768991],[33.94035315 36.19036767],[33.89355868 36.69111552],[33.83676604 37.19002281],[33.77001434 37.68717436],[33.69332445 38.1826497 ],[33.60669961 38.67652238],[33.5101259 39.1688596],[33.40357273 39.65972177],[33.28699318 40.14916232],[33.1603243  40.63722749],[33.02348729 41.12395625],[32.87638759 41.60938015],[32.71891487 42.09352329],[32.55094292 42.57640223],[32.37232941 43.05802588],[32.1829156  43.53839544],[31.98252586 44.0175042 ],[31.77096713 44.4953374 ],[31.54802821 44.97187197],[31.31347897 45.44707624],[31.0670694  45.92090953],[30.80852848 46.39332174],[30.53756293 46.86425274],[30.25385577 47.33363173],[29.95706473 47.80137644],[29.64682035 48.26739216],[29.32272399 48.73157068],[28.98434546 49.19378892],[28.63122046 49.65390746],[28.26284764 50.11176874]
384,[25.  5.],[25.0012512  5.5002382],[25.00752346  6.00143502],[25.0226304   6.50418814],[25.04790835  7.00837461],[25.08343532  7.51353222],[25.12927839  8.01924954],[25.18549256  8.52517924],[25.25212339  9.03102553],[25.32921147  9.53653685],[25.41679614 10.04150007],[25.51491874 10.54573508],[25.62362531 11.04908995],[25.74296892 11.55143653],[25.87301158 12.05266654],[26.01382594 12.55268804],[26.16549675 13.05142227],[26.32812213 13.54880088],[26.50181471 14.04476337],[26.6867027  14.53925486],[26.8829309  15.03222408],[27.09066169 15.52362153],[27.31007606 16.01339775],[27.54137459 16.50150186],[27.78477861 16.98788001],[28.0405314  17.47247404],[28.30889943 17.95522009],[28.59017386 18.43604727],[28.88467209 18.91487626],[29.19273956 19.39161789],[29.51434901 19.86645105],[29.84635488 20.34178674],[30.18070751 20.82334028],[30.5094336  21.31584681],[30.82895034 21.81973223],[31.13787982 22.33339684],[31.43504006 22.85526292],[31.719494   23.38386448],[31.99051919 23.91783418],[32.24758665 24.45591165],[32.49033972 24.99695127],[32.71857219 25.53992621],[32.93220641 26.0839293 ],[33.13127212 26.62817098],[33.31588637 27.17197509],[33.48623515 27.71477261],[33.64255669 28.25609418],[33.78512678 28.79556161],[33.914246   29.33287885],[34.03022889 29.8678228 ],[34.13339487 30.4002342 ],[34.22406092 30.93000887],[34.30253561 31.45708942],[34.36911457 31.98145753],[34.42407699 32.50312697],[34.46768316 33.0221373 ],[34.50017274 33.53854825],[34.52176369 34.05243482],[34.5326518  34.56388307],[34.53301046 35.07298646],[34.5229909  35.57984281],[34.50272257 36.08455173],[34.47231364 36.58721246],[34.43185169 37.08792225],[34.38140435 37.58677487],[34.32102005 38.08385958],[34.25072865 38.57926026],[34.17054209 39.07305479],[34.08045501 39.56531451],[33.9804452  40.05610393],[33.87047408 40.54548047],[33.75048701 41.03349427],[33.62041358 41.52018811],[33.48016771 42.00559732],[33.32964773 42.48974973],[33.16873636 42.97266563],[32.99730049 43.45435772],[32.81519097 43.934831  ],[32.6222422  44.41408272],[32.41827169 44.8921022 ],[32.20307939 45.36887064],[31.97644698 45.8443609 ],[31.73813705 46.31853713],[31.487892   46.79135441],[31.22543295 47.26275825],[30.95045841 47.73268399],[30.66264276 48.20105612],[30.36163454 48.66778738],[30.0470546  49.13277784],[29.7184939  49.59591366],[29.37551111 50.05706576]
512,[25.  5.],[25.00125084  5.50016554],[25.00751767  6.00105503],[25.0226013   6.50317462],[25.04782178  7.00642777],[25.08324265  7.51040657],[25.12891912  8.01474743],[25.1848972   8.51914419],[25.25121606  9.02333668],[25.32791195  9.52710415],[25.41502159 10.03025989],[25.512585  10.5326464],[25.62064796 11.03413096],[25.73926398 11.53460167],[25.8684961  12.03396389],[26.00841837 12.53213707],[26.15911714 13.02905191],[26.32069225 13.52464783],[26.49325802 14.01887066],[26.67694428 14.51167066],[26.87189732 15.00300065],[27.07828079 15.49281438],[27.29627669 15.98106493],[27.52608637 16.46770337],[27.76793161 16.95267735],[28.02205576 17.43592985],[28.28872507 17.91739788],[28.56823005 18.39701125],[28.86088708 18.87469121],[29.16704015 19.35034913],[29.48706279 19.82388501],[29.81993986 20.2962113 ],[30.16045031 20.77128963],[30.50029877 21.25486391],[30.83323982 21.75003682],[31.15657854 22.25635272],[31.46894561 22.77219315],[31.76919699 23.29599689],[32.05642834 23.82630451],[32.32994895 24.36175575],[32.58926085 24.90109908],[32.83403719 25.44319927],[33.06410001 25.98704114],[33.2793981  26.53173017],[33.4799856  27.07649017],[33.66600189 27.62065877],[33.83765312 28.16368094],[33.99519554 28.70510122],[34.13892093 29.24455501],[34.2691439 29.7817594],[34.38619119 30.3165038 ],[34.49039279 30.84864077],[34.58207469 31.37807716],[34.66155317 31.90476573],[34.72913034 32.42869753],[34.78509083 32.94989481],[34.82969947 33.46840478],[34.86319967 33.98429402],[34.88581251 34.49764366],[34.89773631 35.00854514],[34.89914655 35.51709667],[34.89019617 36.0234002 ],[34.87101602 36.5275589 ],[34.84171543 37.02967516],[34.80238297 37.52984883],[34.75308711 38.02817596],[34.693877   38.52474772],[34.6247832 39.0196496],[34.54581829 39.51296081],[34.45697753 40.00475381],[34.3582394  40.49509405],[34.24956597 40.98403969],[34.13090338 41.47164151],[34.00218198 41.95794281],[33.8633166  42.44297936],[33.71420656 42.92677937],[33.55473564 43.40936345],[33.38477193 43.8907446 ],[33.2041676  44.37092815],[33.01275854 44.84991162],[32.81036384 45.32768468],[32.59678525 45.80422889],[32.37180641 46.27951752],[32.13519202 46.75351522],[31.88668687 47.22617762],[31.62601467 47.69745092],[31.35287673 48.16727123],[31.06695055 48.63556396],[30.76788806 49.10224293],[30.45531383 49.56720946],[30.1288229  50.03035117]
640,[25.  5.],[25.0012506   5.50011827],[25.00751393  6.00080886],[25.02258254  6.50252041],[25.04776609  7.0051742 ],[25.08311891  7.50839707],[25.12868864  8.01185596],[25.18451558  8.51527096],[25.25063484  9.01840466],[25.32707995  9.52105594],[25.41388597 10.02305497],[25.51109211 10.52425866],[25.61874395 11.02454655],[25.73689533 11.5238171 ],[25.86560995 12.02198439],[26.00496274 12.51897513],[26.15504109 13.01472605],[26.3159459  13.50918151],[26.48779261 14.0022914 ],[26.67071209 14.49400925],[26.86485154 14.9842905 ],[27.07037545 15.47309095],[27.28746647 15.96036531],[27.51632642 16.44606589],[27.75717738 16.93014129],[28.01026277 17.41253522],[28.27584869 17.89318525],[28.55422524 18.37202161],[28.84570816 18.84896591],[29.15064051 19.32392985],[29.46939464 19.79681377],[29.80237436 20.26750516],[30.14917605 20.736514  ],[30.50579973 21.20712617],[30.86407246 21.68551841],[31.2166546  22.17609571],[31.56017569 22.67898435],[31.8930813  23.19251393],[32.21403867 23.71503444],[32.52197893 24.24499269],[32.81606846 24.78092637],[33.09568837 25.32147677],[33.36041289 25.86539989],[33.60998641 26.4115735 ],[33.84430002 26.9590003 ],[34.06336837 27.50680776],[34.26730754 28.05424508],[34.45631439 28.60067779],[34.63064779 29.14558052],[34.79061182 29.68852843],[34.93654118 30.2291879 ],[35.06878864 30.76730668],[35.18771459 31.30270414],[35.29367842 31.83526163],[35.38703161 32.36491336],[35.46811236 32.89163783],[35.53724152 33.41545   ],[35.59471963 33.93639423],[35.64082492 34.45453793],[35.67581202 34.96996605],[35.69991136 35.48277626],[35.71332898 35.99307486],[35.71624676 36.50097329],[35.70882284 37.0065852 ],[35.69119235 37.51002411],[35.66346813 38.01140144],[35.62574157 38.51082495],[35.5780835  39.00839752],[35.52054504 39.50421625],[35.45315835 39.99837171],[35.37593747 40.49094745],[35.28887893 40.98201967],[35.19196235 41.47165694],[35.08515098 41.95992012],[34.96839205 42.44686222],[34.84161713 42.93252846],[34.70474226 43.41695623],[34.55766811 43.90017509],[34.40027994 44.38220685],[34.23244746 44.86306553],[34.05402463 45.34275737],[33.86484931 45.82128076],[33.66474282 46.29862615],[33.45350931 46.77477591],[33.23093513 47.24970411],[32.99678796 47.72337627],[32.75081585 48.19574898],[32.49274612 48.66676947],[32.22228407 49.13637507],[31.93911155 49.60449252],[31.64288531 50.07103724]
768,[25.  5.],[25.00125017  5.50003259],[25.00750717  6.00036402],[25.02254877  6.50134129],[25.04766601  7.00291895],[25.08289677  7.50478599],[25.12827522  8.00666386],[25.18383154  8.50831961],[25.24959364  9.00955648],[25.3255902   9.51020845],[25.41185335 10.01013583],[25.50842086 10.50922129],[25.61533804 11.00736626],[25.73265929 11.50448772],[25.86044948 12.0005153 ],[25.99878515 12.49538869],[26.14775552 12.98905539],[26.30746345 13.48146863],[26.47802631 13.97258551],[26.65957682 14.46236541],[26.85226388 14.95076844],[27.05625341 15.43775407],[27.27172926 15.92327992],[27.49889411 16.40730051],[27.73797055 16.88976616],[27.98920214 17.37062184],[28.25285472 17.8498061 ],[28.52921771 18.32724994],[28.81860569 18.80287559],[29.12136011 19.27659534],[29.43785119 19.74831011],[29.7684801  20.21790808],[30.11097688 20.68728393],[30.45746733 21.1623955 ],[30.79932509 21.64887218],[31.13254251 22.14756534],[31.45561456 22.65685817],[31.76722531 23.17512829],[32.06631781 23.70085912],[32.35206235 24.23262459],[32.62383613 24.76909949],[32.88120259 25.30906989],[33.12388956 25.85143954],[33.35176692 26.39523267],[33.56482454 26.93959374],[33.76315119 27.48378444],[33.94691485 28.02717852],[34.11634473 28.56925486],[34.27171519 29.10958939],[34.41333173 29.64784615],[34.54151889 30.18376803],[34.6566101 30.7171674],[34.75893933 31.24791695],[34.84883435 31.77594098],[34.92661139 32.30120726],[34.99257109 32.82371943],[35.04699555 33.34351027],[35.09014623 33.86063561],[35.1222626  34.37516893],[35.14356141 34.88719677],[35.1542364 35.3968147],[35.1544584  35.90412393],[35.14437566 36.40922845],[35.12411438 36.91223269],[35.09377941 37.41323958],[35.05345495 37.91234901],[35.00320529 38.40965657],[34.94307562 38.90525264],[34.87309269 39.39922162],[34.79326554 39.89164139],[34.70358605 40.38258295],[34.60402949 40.87211012],[34.49455496 41.3602794 ],[34.37510573 41.84713982],[34.2456095  42.33273289],[34.10597854 42.81709261],[33.95610975 43.30024541],[33.7958846  43.78221014],[33.62516898 44.26299805],[33.44381292 44.74261275],[33.25165022 45.22105009],[33.04849796 45.69829807],[32.83415588 46.17433664],[32.60840566 46.64913747],[32.37101004 47.12266362],[32.12171181 47.59486919],[31.86023265 48.06569879],[31.58627185 48.53508702],[31.29950477 49.0029577 ],[30.99958116 49.46922309],[30.6861233 49.9337829],[30.35872382 50.3965231 ]
896,[25.  5.],[25.00125056  5.50011051],[25.00751342  6.00077378],[25.02258033  6.50243926],[25.04776009  7.00503459],[25.08310636  7.50818922],[25.12866629  8.0115721 ],[25.18447981  8.51490505],[25.25058182  9.0179522 ],[25.32700567  9.52051374],[25.41378636 10.02242096],[25.51096305 10.52353173],[25.61858136 11.02372639],[25.73669516 11.52290409],[25.86536822 12.02097946],[26.00467554 12.51787968],[26.1547046  13.01354188],[26.31555641 13.50791073],[26.48734645 14.00093638],[26.67020569 14.49257256],[26.86428141 14.98277485],[27.06973814 15.47149919],[27.28675859 15.95870039],[27.51554461 16.44433081],[27.75631828 16.92833913],[28.00932304 17.41066907],[28.27482495 17.89125824],[28.5531141  18.37003688],[28.84450615 18.84692663],[29.14934411 19.32183921],[29.46531394 19.79650689],[29.78455943 20.27633462],[30.09857302 20.76638902],[30.40354444 21.26736947],[30.69819028 21.77773997],[30.98140245 22.29598002],[31.25230462 22.8206866 ],[31.51022142 23.35055623],[31.7546577  23.88439089],[31.98527838 24.42110416],[32.20188768 24.95972406],[32.40440869 25.49939286],[32.59286356 26.03936451],[32.76735498 26.57900009],[32.92804907 27.11776155],[33.07516012 27.65520434],[33.208937   28.19096931],[33.32965143 28.72477409],[33.43758805 29.25640449],[33.53303607 29.78570593],[33.6162825  30.31257524],[33.68760668 30.83695298],[33.74727604 31.35881626],[33.7955429  31.87817227],[33.83264209 32.39505239],[33.85878939 32.90950701],[33.87418043 33.42160099],[33.87899021 33.9314097 ],[33.87337285 34.43901569],[33.85746171 34.94450573],[33.83136972 35.44796851],[33.79518976 35.94949259],[33.74899523 36.44916482],[33.69284061 36.94706898],[33.62676204 37.44328475],[33.55077787 37.93788689],[33.46488925 38.43094461],[33.36908053 38.92252107],[33.26331972 39.41267302],[33.14755883 39.90145055],[33.02173406 40.38889686],[32.88576606 40.87504815],[32.73955991 41.3599335 ],[32.58300513 41.84357478],[32.41597557 42.32598653],[32.23832914 42.80717589],[32.04990751 43.28714247],[31.85053564 43.7658782 ],[31.6400212  44.24336711],[31.41815392 44.71958513],[31.18470475 45.19449972],[30.93942493 45.66806955],[30.68204487 46.14024399],[30.4122729  46.61096257],[30.12979385 47.08015431],[29.83426744 47.54773693],[29.52532647 48.01361589],[29.20257476 48.47768332],[28.86558485 48.93981672],[28.51389546 49.39987742],[28.14700856 49.85770887],[27.76438617 50.31313454]
1024,[25.  5.],[25.00125132  5.50026291],[25.00752562  6.0015739 ],[25.02264186  6.50458014],[25.04794346  7.00915588],[25.08351487  7.51481486],[25.12942856  8.02112398],[25.18574365  8.52771731],[25.25250868  9.03428294],[25.32976624  9.54055541],[25.41755693 10.04630963],[25.51592274 10.55135527],[25.62490989 11.05553167],[25.74457127 11.55870335],[25.87496848 12.06075581],[26.01617356 12.56159194],[26.16827058 13.0611287 ],[26.3313569  13.55929416],[26.50554439 14.05602495],[26.69096056 14.55126385],[26.88774954 15.04495771],[27.09607316 15.53705552],[27.31611192 16.02750667],[27.54806609 16.51625936],[27.7921568  17.00325904],[28.04862724 17.48844701],[28.31774402 17.97175901],[28.59979856 18.45312382],[28.89510872 18.93246183],[29.20402057 19.40968364],[29.52419224 19.88655825],[29.8476741  20.36860347],[30.16585352 20.86099274],[30.47486442 21.3644433 ],[30.77339562 21.87739088],[31.06031583 22.39828591],[31.33473164 22.92569761],[31.59595597 23.45829614],[31.84348693 23.994859  ],[32.07698695 24.53427759],[32.29626159 25.0755603 ],[32.50123834 25.61783249],[32.6919463  26.16033396],[32.86849701 26.70241433],[33.03106692 27.24352662],[33.17988153 27.78321981],[33.31520151 28.32113035],[33.43731058 28.85697344],[33.54650532 29.39053409],[33.64308658 29.92165832],[33.72735259 30.45024473],[33.79959332 30.97623658],[33.86008622 31.49961441],[33.90909293 32.02038938],[33.9468569  32.53859723],[33.9736018  33.05429297],[33.9895305  33.56754621],[33.99482454 34.0784371 ],[33.98964396 34.58705293],[33.97412747 35.09348515],[33.9483928  35.59782695],[33.91253712 36.10017123],[33.86663767 36.60060896],[33.81075237 37.09922786],[33.74492039 37.59611129],[33.66916284 38.09133749],[33.58348326 38.58497891],[33.48786817 39.07710173],[33.38228752 39.56776552],[33.26669501 40.05702296],[33.1410284  40.54491967],[33.00520969 41.0314941 ],[32.85914519 41.51677736],[32.70272555 42.00079324],[32.5358256  42.48355802],[32.35830417 42.96508048],[32.17000376 43.44536171],[31.97075007 43.92439502],[31.76035149 44.40216572],[31.5385984  44.87865092],[31.30526236 45.35381919],[31.06009517 45.8276302 ],[30.8028278  46.30003427],[30.5331691  46.77097184],[30.25080442 47.24037275],[29.95539399 47.70815551],[29.64657109 48.17422633],[29.32394005 48.63847805],[28.98707391 49.10078885],[28.63551191 49.56102073],[28.26875656 50.01901777]
1152,[25.  5.],[25.00125116  5.50023076],[25.00752289  6.00139762],[25.02262767  6.50409171],[25.04790036  7.00819374],[25.08341775  7.51324618],[25.1292459   8.01884168],[25.18543905  8.52463642],[25.25204223  9.03033763],[25.32909566  9.53569638],[25.41663846 10.04050179],[25.51471187 10.54457567],[25.62336193 11.04776773],[25.74264172 11.54995119],[25.87261336 12.05101893],[26.01334964 12.55087998],[26.16493543 13.04945639],[26.32746901 13.54668044],[26.50106314 14.04249218],[26.6858462  14.53683718],[26.88196309 15.02966449],[27.08957633 15.52092488],[27.30886696 16.01056913],[27.54003565 16.4985465 ],[27.78330377 16.98480326],[28.03891459 17.46928136],[28.30713456 17.95191701],[28.58558595 18.43421949],[28.86641887 18.92085544],[29.14126472 19.41615135],[29.40656466 19.9206231 ],[29.66132038 20.43286233],[29.90468744 20.9514999 ],[30.13601526 21.4752945 ],[30.35481867 22.00311185],[30.56075767 22.53392523],[30.75361855 23.06681672],[30.9332953  23.60097589],[31.09977186 24.13569653],[31.25310557 24.67037163],[31.39341193 25.20448725],[31.52085096 25.73761546],[31.63561516 26.26940669],[31.73791904 26.79958187],[31.82799023 27.32792448],[31.90606198 27.85427288],[31.97236704 28.37851285],[32.02713268 28.90057066],[32.07057677 29.42040664],[32.10290479 29.93800932],[32.1243075  30.45339017],[32.1349594  30.96657886],[32.1350176  31.47761918],[32.12462112 31.98656543],[32.10389059 32.4934793 ],[32.07292813 32.99842727],[32.03181744 33.50147834],[31.98062404 34.00270218],[31.91939557 34.50216757],[31.84816214 34.99994111],[31.76693668 35.49608621],[31.67571534 35.99066222],[31.57447776 36.48372378],[31.46318742 36.97532029],[31.34179178 37.46549543],[31.21022248 37.95428689],[31.06839542 38.44172603],[30.9162107  38.92783768],[30.75355259 39.41263992],[30.58028925 39.89614387],[30.39627252 40.37835353],[30.20133744 40.8592655 ],[29.99530179 41.33886882],[29.77796546 41.81714464],[29.54910965 42.29406589],[29.30849603 42.76959693],[29.05586572 43.24369305],[28.79093805 43.71629995],[28.51340928 44.18735309],[28.22295106 44.65677691],[27.91920866 45.12448398],[27.60179909 45.59037392],[27.27030889 46.05433219],[26.92429169 46.51622867],[26.56326541 46.975916  ],[26.18670926 47.43322762],[25.79406019 47.88797553],[25.38470905 48.33994765],[24.9579962  48.78890472],[24.51320658 49.23457668],[24.0495642  49.67665847],[23.56622587 50.11480501]
1280,[25.  5.],[25.00125266  5.50053018],[25.00754765  6.00300848],[25.02275494  6.50848858],[25.04828397  7.01677107],[25.08427856  7.52714877],[25.13086057  8.03899179],[25.18812679  8.55176523],[25.25615284  9.06501073],[25.33499967  9.57833636],[25.42471924 10.09140832],[25.52535935 10.60394333],[25.63696774 11.1157017 ],[25.75959561 11.62648108],[25.89330052 12.13611081],[26.03814895 12.64444685],[26.19421842 13.15136725],[26.36159934 13.65676807],[26.54039662 14.16055979],[26.73073112 14.66266406],[26.93274096 15.16301079],[27.14658276 15.66153557],[27.37243286 16.15817728],[27.61048849 16.65287595],[27.86096906 17.14557077],[28.12139364 17.63767826],[28.38371979 18.13356856],[28.63945344 18.63726614],[28.88509077 19.14920156],[29.11976855 19.66800718],[29.34277    20.19236769],[29.55355728 20.72110321],[29.75174351 21.25314682],[29.93707249 21.78754252],[30.10939987 22.32344412],[30.26867522 22.86011194],[30.41492519 23.39690786],[30.54823802 23.93328907],[30.66874959 24.46880099],[30.77663112 25.00306962],[30.87207841 25.53579354],[30.95530263 26.06673595],[31.0265226  26.59571683],[31.08595838 27.12260545],[31.13382607 27.64731332],[31.17033368 28.16978761],[31.19567788 28.69000518],[31.21004161 29.20796722],[31.21359223 29.72369438],[31.20648035 30.23722257],[31.18883896 30.74859924],[31.160783   31.25788016],[31.12240913 31.76512669],[31.07379577 32.27040345],[31.0150032  32.77377634],[30.94607381 33.27531089],[30.86703235 33.77507095],[30.77788626 34.27311752],[30.67862597 34.76950786],[30.56922514 35.26429478],[30.44964089 35.75752597],[30.31981398 36.24924356],[30.17966891 36.73948374],[30.0291139  37.22827634],[29.86804086 37.71564465],[29.69632522 38.20160505],[29.51382567 38.68616684],[29.32038382 39.16933195],[29.11582367 39.65109468],[28.8999511  40.13144139],[28.67255308 40.61035018],[28.43339689 41.08779047],[28.18222911 41.56372255],[27.91877445 42.03809707],[27.64273452 42.51085435],[27.35378625 42.98192367],[27.0515803  43.45122238],[26.7357391  43.91865488],[26.40585476 44.38411146],[26.06148662 44.84746683],[25.70215859 45.30857857],[25.32735608 45.76728519],[24.93652263 46.22340393],[24.52905606 46.67672817],[24.10430419 47.1270244 ],[23.66155996 47.57402871],[23.20005602 48.0174426 ],[22.71895857 48.45692815],[22.21736039 48.89210222],[21.69427306 49.32252972],[21.14861799 49.7477155 ],[20.57921647 50.16709485]
1408,[25.  5.],[25.00125381  5.50076072],[25.00756719  6.00427261],[25.02285689  6.51199096],[25.04859396  7.02366984],[25.08497815  7.53839609],[25.13217839  8.05535496],[25.1903277   8.57385281],[25.25952791  9.09329379],[25.33985789  9.6131671 ],[25.43138082 10.13303675],[25.53415039 10.65253205],[25.64821611 11.17133897],[25.77362776 11.68919226],[25.9104393  12.20586842],[26.05871204 12.72117925],[26.2185174  13.23496619],[26.38993928 13.74709518],[26.57307605 14.2574521 ],[26.76804235 14.76593871],[26.97497066 15.27246896],[27.19401275 15.77696579],[27.4253411  16.27935815],[27.66915019 16.77957833],[27.92565795 17.27755953],[28.19231872 17.77476928],[28.46089541 18.27574055],[28.72268718 18.78464782],[28.97409694 19.3019375 ],[29.21423018 19.82619072],[29.44234656 20.35604258],[29.65789381 20.89026839],[29.86047831 21.4277609 ],[30.04984372 21.9675285 ],[30.22585107 22.50869428],[30.38845974 23.0504928 ],[30.53770966 23.5922649 ],[30.67370494 24.13345127],[30.79659912 24.67358502],[30.90658216 25.21228358],[31.00386909 25.74924034],[31.08869038 26.28421621],[31.1612838  26.81703138],[31.22188773 27.34755736],[31.27073576 27.8757096 ],[31.3080524  28.40144053],[31.33404974 28.92473332],[31.34892501 29.44559616],[31.35285874 29.96405726],[31.34601358 30.48016037],[31.32853345 30.99396093],[31.30054321 31.50552271],[31.26214844 32.01491496],[31.21343556 32.52220999],[31.154472   33.02748116],[31.0853065  33.53080117],[31.00596945 34.03224066],[30.91647328 34.53186711],[30.81681278 35.02974389],[30.70696544 35.52592951],[30.5868917  36.02047705],[30.45653521 36.51343364],[30.31582291 37.00484009],[30.16466512 37.49473058],[30.00295551 37.98313236],[29.83057094 38.4700655 ],[29.64737123 38.95554268],[29.45319887 39.43956892],[29.24787848 39.92214134],[29.03121634 40.4032489 ],[28.80299958 40.882872  ],[28.56299543 41.36098217],[28.3109502  41.83754159],[28.04658815 42.31250254],[27.76961019 42.78580678],[27.47969238 43.25738485],[27.17648429 43.72715511],[26.85960703 44.19502281],[26.52865117 44.66087881],[26.18317425 45.12459827],[25.82269815 45.5860389 ],[25.44670596 46.04503918],[25.05463861 46.50141599],[24.64589096 46.95496214],[24.21980753 47.40544322],[23.77567756 47.85259407],[23.31272958 48.29611459],[22.83012513 48.7356648 ],[22.32695187 49.17085903],[21.80221556 49.60125908],[21.25483119 50.02636603]
