330000,[1.17204173 0.74789315],[1.22523459 0.7081319 ],[1.27298189 0.66075549],[1.31169122 0.62285036],[1.35849852 0.57418054],[1.34686848 0.57516045],[1.34247351 0.5615341 ],[1.33710083 0.56151282],[1.32986705 0.55175886],[1.32856008 0.55088646],[1.32051179 0.54341826]
340000,[1.17204173 0.74789315],[1.22379506 0.70885314],[1.2712273  0.66152497],[1.2774441  0.64785538],[1.32331485 0.59836346],[1.30842405 0.60578168],[1.31639524 0.58076049],[1.31017163 0.58662919],[1.30002226 0.57534166],[1.30269824 0.57642583],[1.2884334  0.56965626]
350000,[1.17204173 0.74789315],[1.22338896 0.70903843],[1.27074809 0.66171157],[1.28826124 0.63956512],[1.33722275 0.58912558],[1.34656845 0.57463543],[1.33867047 0.56384317],[1.35676938 0.54322515],[1.33321176 0.54918565],[1.34250963 0.53564682],[1.33113407 0.53530594]
360000,[1.17204173 0.74789315],[1.22363395 0.70893666],[1.27104485 0.66160955],[1.28898322 0.63926571],[1.33768269 0.58902827],[1.34424242 0.57676969],[1.33954593 0.56329564],[1.3442092  0.55481375],[1.3315191  0.55002008],[1.33309665 0.54586964],[1.32339684 0.54079794]
370000,[1.17204173 0.74789315],[1.22312371 0.70918329],[1.27043734 0.66185606],[1.29102535 0.63731408],[1.34009865 0.58687717],[1.35126705 0.57068995],[1.33920044 0.56343889],[1.358652   0.54111152],[1.32936926 0.55295446],[1.34705953 0.53081308],[1.32016273 0.54713448]
380000,[1.17204173 0.74789315],[1.22177021 0.7100695 ],[1.26890759 0.66271496],[1.26233683 0.65781139],[1.3074219  0.60825523],[1.28721376 0.6225195 ],[1.29633154 0.59551622],[1.29098065 0.6033925 ],[1.27874688 0.5919909 ],[1.28360954 0.59375859],[1.26643106 0.58740604]
390000,[1.17204173 0.74789315],[1.22234785 0.70967487],[1.2695523  0.66233275],[1.28936301 0.63812597],[1.33897742 0.58728476],[1.34037284 0.57887216],[1.33608022 0.56283198],[1.32985776 0.56370141],[1.32054585 0.55319458],[1.31961229 0.55272197],[1.30893225 0.54512769]
400000,[1.17204173 0.74789315],[1.22408793 0.70882547],[1.27156679 0.66153305],[1.30748791 0.62566221],[1.35455767 0.57662264],[1.34587821 0.57558382],[1.34113259 0.56218268],[1.33899881 0.55949423],[1.3297347  0.55153951],[1.3303726  0.54885382],[1.32082542 0.54294926]
410000,[1.17204173 0.74789315],[1.22247623 0.70957719],[1.26964432 0.66227872],[1.29178434 0.63644836],[1.34030562 0.58639056],[1.33397709 0.58484042],[1.33470329 0.56655278],[1.33506227 0.56326952],[1.32413147 0.55552996],[1.32877879 0.5505431 ],[1.31665234 0.54588788]
420000,[1.17204173 0.74789315],[1.22532734 0.70809231],[1.27306737 0.66082648],[1.32527343 0.6120938 ],[1.35391453 0.57650979],[1.3683109  0.55460702],[1.33974568 0.56450636],[1.35209803 0.54370758],[1.3284348  0.55633878],[1.33456367 0.53980753],[1.31787093 0.55174351]
430000,[1.17204173 0.74789315],[1.22176983 0.71006968],[1.26890722 0.6627153 ],[1.26229869 0.65783893],[1.30738217 0.60828171],[1.28632998 0.62334649],[1.29532038 0.59636921],[1.28926451 0.60507807],[1.27665016 0.59380045],[1.28094865 0.59638463],[1.26323369 0.59020057]
440000,[1.17204173 0.74789315],[1.22176983 0.71006968],[1.26890722 0.6627153 ],[1.26229855 0.65783903],[1.30738203 0.60828181],[1.28632817 0.62334818],[1.29531768 0.59637141],[1.28925908 0.60508324],[1.27664309 0.59380641],[1.28093927 0.59639362],[1.26322283 0.59020998]
450000,[1.17204173 0.74789315],[1.22176983 0.71006968],[1.26890722 0.6627153 ],[1.26229854 0.65783903],[1.30738203 0.60828181],[1.28632813 0.62334822],[1.29531762 0.59637145],[1.28925897 0.60508335],[1.27664295 0.59380654],[1.28093908 0.5963938 ],[1.2632226  0.59021018]
460000,[1.17204173 0.74789315],[1.22176983 0.71006968],[1.26890722 0.6627153 ],[1.26229854 0.65783903],[1.30738203 0.60828181],[1.28632813 0.62334822],[1.29531762 0.59637146],[1.28925896 0.60508335],[1.27664294 0.59380654],[1.28093907 0.59639381],[1.26322259 0.59021019]
470000,[1.17204173 0.74789315],[1.22176983 0.71006968],[1.26890722 0.6627153 ],[1.26229854 0.65783903],[1.30738203 0.60828181],[1.28632813 0.62334822],[1.29531762 0.59637146],[1.28925896 0.60508335],[1.27664294 0.59380654],[1.28093907 0.59639381],[1.26322259 0.59021019]
480000,[1.17204173 0.74789315],[1.22176983 0.71006968],[1.26890722 0.6627153 ],[1.26229854 0.65783903],[1.30738203 0.60828181],[1.28632813 0.62334822],[1.29531762 0.59637146],[1.28925896 0.60508335],[1.27664294 0.59380654],[1.28093907 0.59639381],[1.26322259 0.59021019]
490000,[1.17204173 0.74789315],[1.22176983 0.71006968],[1.26890722 0.6627153 ],[1.26229854 0.65783903],[1.30738203 0.60828181],[1.28632813 0.62334822],[1.29531762 0.59637146],[1.28925896 0.60508335],[1.27664294 0.59380654],[1.28093907 0.59639381],[1.26322259 0.59021019]
500000,[1.17204173 0.74789315],[1.22176983 0.71006968],[1.26890722 0.6627153 ],[1.26229854 0.65783903],[1.30738203 0.60828181],[1.28632813 0.62334822],[1.29531762 0.59637146],[1.28925896 0.60508335],[1.27664294 0.59380654],[1.28093907 0.59639381],[1.26322259 0.59021019]
510000,[1.17204173 0.74789315],[1.22176983 0.71006968],[1.26890722 0.6627153 ],[1.26229854 0.65783903],[1.30738203 0.60828181],[1.28632813 0.62334822],[1.29531762 0.59637146],[1.28925896 0.60508335],[1.27664294 0.59380654],[1.28093907 0.59639381],[1.26322259 0.59021019]
