128,[25.  5.],[25.00124812  5.49962188],[25.00747225  5.99810455],[25.02236656  6.49506554],[25.04711287  6.99053735],[25.08165147  7.4845798 ],[25.12593592  7.97724723],[25.17993535  8.46859199],[25.24363426  8.95866423],[25.31703225  9.44751112],[25.40014368  9.93517617],[25.49299749 10.42169866],[25.59563698 10.90711327],[25.70811966 11.3914497 ],[25.83051717 11.8747324 ],[25.96291527 12.35698039],[26.10541392 12.83820697],[26.25812737 13.31841965],[26.42118443 13.79761991],[26.59472876 14.27580304],[26.77891927 14.75295797],[26.97393062 15.22906702],[27.17995382 15.70410567],[27.39719696 16.17804225],[27.62588602 16.65083763],[27.86626581 17.12244474],[28.11860111 17.59280813],[28.38317785 18.06186339],[28.66030453 18.52953645],[28.9503138  18.99574282],[29.2535642  19.46038667],[29.57044215 19.92335972],[29.90136416 20.38454004],[30.24677933 20.84379056],[30.6071721  21.30095742],[30.98306535 21.75586798],[31.37502392 22.20832856],[31.78365849 22.65812174],[32.20962998 23.10500332],[32.65365445 23.54869866],[33.11650869 23.98889841],[33.59903643 24.42525357],[34.10215542 24.85736956],[34.62686539 25.28479933],[35.17425705 25.70703511],[35.74552234 26.12349864],[36.34191028 26.53349234],[36.96441794 26.93599081],[37.61353737 27.32952183],[38.28947924 27.71237639],[38.99238317 28.08277863],[39.72230682 28.43889515],[40.47921813 28.77883954],[41.26298854 29.10067576],[42.07338625 29.40242197],[42.91006952 29.68205504],[43.77257994 29.93751557],[44.66033583 30.1667136 ],[45.57262585 30.36753492],[46.50860271 30.53784805],[47.46727714 30.6755119 ],[48.44751224 30.7783841 ],[49.44801808 30.84433006],[50.46734683 30.87123266]
256,[25.  5.],[25.00126477  5.50295171],[25.00775519  6.01638133],[25.02387292  6.54639933],[25.05184464  7.09438075],[25.09271041  7.65928539],[25.14740883  8.23865719],[25.21669527  8.82945523],[25.30116265  9.42895241],[25.40125427 10.03479663],[25.51728364 10.64496316],[25.6494598  11.25771633],[25.79791136 11.87157623],[25.96270787 12.48528796],[26.14387875 13.09779325],[26.34142954 13.7082045 ],[26.5553558  14.31578108],[26.7856549  14.91990782],[27.03233578 15.52007572],[27.29542719 16.11586453],[27.57498446 16.70692723],[27.87109526 17.29297615],[28.18388444 17.87377063],[28.51351822 18.44910597],[28.86020801 19.0188035 ],[29.22421389 19.5827017 ],[29.60584799 20.14064802],[30.00547802 20.69249135],[30.42353079 21.23807497],[30.86049622 21.7772297 ],[31.31693157 22.30976718],[31.79346641 22.83547311],[32.29080802 23.35410013],[32.80974776 23.86536026],[33.35116819 24.36891668],[33.91605134 24.86437444],[34.50548814 25.35126997],[35.12068924 25.82905889],[35.76299745 26.29710184],[36.43361583 26.7544589 ],[37.13320055 27.1996516 ],[37.86196096 27.63081937],[38.61995065 28.0459751 ],[39.40712376 28.44306983],[40.22332478 28.82000125],[41.06828081 29.17461897],[41.94159429 29.50472992],[42.84273579 29.80810427],[43.77103697 30.08248212],[44.72568372 30.325581  ],[45.70570961 30.53510391],[46.70998956 30.7087483 ],[47.73723399 30.84421569],[48.78598338 30.93922207],[49.85460338 30.9915091 ],[50.94128046 30.99885598]
384,[25.  5.],[25.00127192  5.50438145],[25.00783433  6.02209744],[25.02417095  6.55781911],[25.05256717  7.11147866],[25.09416072  7.68271476],[25.15013147  8.27098808],[25.22156694  8.87484421],[25.30931988  9.49151031],[25.41401963 10.11784485],[25.53613804 10.75110481],[25.67600519 11.38894083],[25.83383281 12.02934402],[26.00974206 12.67060493],[26.20378888 13.3112771 ],[26.41598626 13.95014329],[26.64632343 14.5861846 ],[26.89478228 15.21855223],[27.16135114 15.84654192],[27.44603636 16.46957088],[27.74887186 17.08715712],[28.06992721 17.6989009 ],[28.40931435 18.30446817],[28.7671934  18.90357579],[29.14377773 19.49597823],[29.53933866 20.08145558],[29.95420984 20.65980264],[30.38879171 21.2308188 ],[30.84355606 21.79429857],[31.31905094 22.3500224 ],[31.8159061 22.8977477],[32.33483902 23.43719971],[32.8766618  23.96806188],[33.44228906 24.48996573],[34.03274688 25.00247952],[34.64918321 25.50509562],[35.29287976 25.99721605],[35.9651644  26.47806547],[36.66702369 26.94642724],[37.39884622 27.40054326],[38.16069484 27.83838773],[38.95253373 28.25786506],[39.77421485 28.65682295],[40.62546901 29.03305948],[41.50589832 29.38432863],[42.4149689  29.70834648],[43.35200353 30.00279818],[44.31617475 30.26534563],[45.30649801 30.49363596],[46.32182531 30.6853107 ],[47.36083921 30.83801584],[48.42204722 30.94941257],[49.50377692 31.01718884],[50.60417153 31.03907173]
512,[25.  5.],[25.00127312  5.50462182],[25.00784765  6.02305844],[25.02422117  6.55973902],[25.05268903  7.11435316],[25.09439581  7.68653765],[25.1505376  8.2758749],[25.22225014  8.88123904],[25.31044878  9.50011377],[25.41580709 10.12934002],[25.53882668 10.76604133],[25.67986271 11.40774761],[25.83914582 12.0523468 ],[26.01680994 12.69804067],[26.21291866 13.34330655],[26.42748865 13.98686223],[26.66050987 14.62763364],[26.91196287 15.26472546],[27.18183339 15.8973943 ],[27.47012453 16.52502464],[27.77686697 17.1471071 ],[28.10212741 17.76321907],[28.44601575 18.37300732],[28.80869118 18.97617246],[29.19036756 19.57245505],[29.59131827 20.16162297],[30.01188091 20.74345999],[30.45246187 21.31775516],[30.91354111 21.88429282],[31.39567727 22.44284305],[31.8995133  22.99315217],[32.42578274 23.53493313],[32.9753169  24.06785553],[33.54905296 24.59153477],[34.1480434  25.10552028],[34.77346671 25.60928213],[35.42663978 26.10219575],[36.10883874 26.58339227],[36.82089113 27.05149831],[37.56308385 27.50466129],[38.33545046 27.94082402],[39.137921   28.35786292],[39.97030969 28.75359964],[40.83230643 29.12580766],[41.72346929 29.47221804],[42.64321712 29.79052598],[43.59082236 30.07839802],[44.56540406 30.33348005],[45.56592122 30.55340606],[46.59116647 30.73580768],[47.6397602  30.87832451],[48.71014515 30.97861523],[49.80058165 31.03436946],[50.90914348 31.04332044]
640,[25.  5.],[25.00127312  5.50462182],[25.00784765  6.02305844],[25.02422117  6.55973902],[25.05268903  7.11435316],[25.09439581  7.68653765],[25.1505376  8.2758749],[25.22228227  8.88148593],[25.3106252   9.50132249],[25.41630603 10.13237834],[25.53986087 10.77162986],[25.68167591 11.41646232],[25.84200724 12.06464111],[26.02100702 12.71426226],[26.21875089 13.36371192],[26.43526262 14.01162964],[26.67053546 14.65687462],[26.92455042 15.29849483],[27.19729176 15.93569899],[27.48876001 16.56783119],[27.79898274 17.19434815],[28.1280236  17.81479877],[28.47598997 18.42880587],[28.84303938 19.03604981],[29.22938524 19.63625384],[29.63530197 20.22917086],[30.0611299  20.81457131],[30.50728006 21.39223202],[30.97423919 21.96192575],[31.46257501 22.52341105],[31.9729421  23.07642235],[32.50608839 23.62065985],[33.06286261 24.15577895],[33.64422267 24.68137899],[34.2512454  25.19699076],[34.88513772 25.70206247],[35.54724941 26.19594367],[36.2388071  26.67767755],[36.96048721 27.1457445 ],[37.71247985 27.59820341],[38.49479038 28.03296694],[39.30731603 28.44788472],[40.14983481 28.84075348],[41.02199733 29.20932313],[41.92331932 29.5513029 ],[42.85317427 29.86436805],[43.81078626 30.14616745],[44.79522302 30.39433179],[45.80538935 30.60648268],[46.8400209  30.78024252],[47.89767843 30.91324505],[48.97674256 31.00314684],[50.07540919 31.04763948]
768,[25.  5.],[25.00127312  5.50462182],[25.00784765  6.02305844],[25.02422117  6.55973902],[25.05268903  7.11435316],[25.09439581  7.68653765],[25.15053633  8.27586292],[25.22223038  8.88108343],[25.31035893  9.49949157],[25.41556786 10.12787536],[25.53834362 10.76342308],[25.67902793 11.40372734],[25.83784056 12.04672931],[26.01490769 12.69067666],[26.21028783 13.3340863 ],[26.42399472 13.97570993],[26.65601704 14.61450244],[26.90633524 15.24959304],[27.17493578 15.88025913],[27.46182297 16.50590262],[27.7670289  17.12602885],[28.09062163 17.74022748],[28.43271221 18.34815565],[28.79346056 18.94952272],[29.17308076 19.54407669],[29.57184578 20.13159193],[29.99009202 20.71185793],[30.42822388 21.28466899],[30.88671839 21.84981445],[31.36613023 22.40706932],[31.86709733 22.95618503],[32.39034698 23.49688001],[32.93670293 24.02882992],[33.50709338 24.55165707],[34.10256024 25.06491888],[34.72426967 25.56809477],[35.37352433 26.06057128],[36.05162156 26.54151781],[36.759454   27.00962491],[37.49735023 27.46307874],[38.26535597 27.89983529],[39.06341539 28.31778275],[39.89135838 28.71475377],[40.74889181 29.08853219],[41.63559206 29.43685877],[42.55089761 29.75743754],[43.49410188 30.04794294],[44.46434615 30.30602767],[45.46061296 30.52933134],[46.48171965 30.71548985],[47.52631254 30.86214561],[48.59286137 30.96695848],[49.67965454 31.02761752],[50.78479478 31.04185355]
896,[25.  5.],[25.00127312  5.50462182],[25.00784765  6.02305844],[25.02422117  6.55973902],[25.05268903  7.11435316],[25.09439581  7.68653765],[25.1505376  8.2758749],[25.22226877  8.88138223],[25.3105511   9.50081482],[25.41609647 10.13110225],[25.53942646 10.76928268],[25.68091421 11.41280217],[25.84080508 12.05947757],[26.01924353 12.70744936],[26.2163001  13.35514199],[26.43199555 14.00122788],[26.66632172 14.6445943 ],[26.91925942 15.28431303],[27.19079351 15.91961292],[27.48092558 16.54985504],[27.78968449 17.17451035],[28.11713518 17.79313974],[28.46338606 18.40537609],[28.82859535 19.01090827],[29.21297663 19.60946683],[29.61680386 20.20081096],[30.0404162  20.78471671],[30.48422271 21.36096608],[30.94870723 21.92933672],[31.43443365 22.48959204],[31.94205161 23.04147152],[32.47230294 23.58468075],[33.02602898 24.11888115],[33.60417887 24.64367889],[34.20781915 25.15861266],[34.83814467 25.66313997],[35.49649129 26.15662136],[36.18410669 26.63813718],[36.9017314  27.10622949],[37.64959661 27.55899451],[38.42771964 27.99435759],[39.23601162 28.41017965],[40.07426592 28.80426787],[40.94214978 29.17438207],[41.83919686 29.51824063],[42.76479987 29.83352716],[43.71820333 30.1178979 ],[44.69849669 30.36898989],[45.70460768 30.58442987],[46.73529603 30.76184403],[47.7891477 30.8988685],[48.86456956 30.9931606 ],[49.95978474 31.04241098],[51.07282855 31.04435638]
1024,[25.  5.],[24.99981191  5.50462493],[24.99899515  6.02311717],[24.99743236  6.56007321],[24.99558668  7.11544535],[24.99409143  7.68918   ],[24.99365897  8.28122242],[24.99520908  8.89109945],[24.99979988  9.51712147],[25.00840394 10.15650296],[25.02172912 10.80635298],[25.0403066 11.4641636],[25.06467562 12.12777688],[25.0954508 12.7953288],[25.13331903 13.46520674],[25.17904647 14.13601175],[25.23351418 14.80652171],[25.2977998 15.4756507],[25.3733352  16.14239561],[25.4621205  16.80576191],[25.56635916 17.46476218],[25.68736969 18.1185822 ],[25.82530647 18.76669429],[25.9799157  19.40876225],[26.1509623  20.04454428],[26.33823735 20.67387274],[26.54156428 21.2966409 ],[26.76080332 21.91279047],[26.99585475 22.52230056],[27.24666134 23.12517798],[27.51321022 23.72144891],[27.79553432 24.31115159],[28.09371359 24.89432991],[28.40787611 25.47102789],[28.73819927 26.04128468],[29.08491105 26.60513007],[29.44829155 27.16258044],[29.82867478 27.71363483],[30.22645084 28.25827118],[30.64206857 28.7964426 ],[31.07603865 29.32807339],[31.52893731 29.85305492],[32.00141075 30.37124108],[32.49418019 30.88244314],[33.00804783 31.38642401],[33.5439038  31.88289151],[34.10273406 32.37149057],[34.68562964 32.85179406],[35.29379716 33.32329183],[35.92857098 33.78537776],[36.59119374 34.23718021],[37.28241943 34.67732331],[38.00251841 35.10401455],[38.75156276 35.51530009],[39.52952912 35.90916252],[40.33628782 36.28353023],[41.17159503 36.63628286],[42.03508552 36.96525642],[42.92626547 37.26824899],[43.84450549 37.54302717],[44.78903376 37.7873332 ],[45.75892942 37.99889282],[46.75311628 38.17542388],[47.77035684 38.31464565],[48.80924681 38.41428893],[49.86821008 38.47210687],[50.94549426 38.48588656]
1152,[25.  5.],[24.99872923  5.50415114],[24.99217843  6.02117664],[24.97587713  6.55597953],[24.94754948  7.10872442],[24.90606429  7.67905179],[24.85026957  8.26618913],[24.779144    8.86823893],[24.69189332  9.48228601],[24.58792278 10.10533209],[24.46679155 10.7347744 ],[24.32819476 11.36838235],[24.17193862 12.00424941],[23.99791367 12.64075435],[23.80607068 13.27652623],[23.59639952 13.91041218],[23.36891093 14.54144775],[23.12362106 15.16883004],[22.86053843 15.79189324],[22.57965308 16.41008674],[22.28092746 17.02295532],[21.96428892 17.63012161],[21.62962329 18.23127025],[21.27719577 18.8263943 ],[20.90896949 19.41664903],[20.52947888 20.00493818],[20.14476852 20.59502667],[19.76081845 21.19012199],[19.38307368 21.79235023],[19.01653239 22.40284967],[18.6654412  23.02173117],[18.33264827 23.64794661],[18.01958614 24.27963094],[17.72693128 24.91475764],[17.45501851 25.5514775 ],[17.20392083 26.18816368],[16.97349539 26.82341067],[16.76342697 27.45602907],[16.57326796 28.0850359 ],[16.40247409 28.70964076],[16.25043581 29.32922931],[16.1165049 29.9433449],[16.00001663 30.55166966],[15.90030762 31.15400552],[15.81672985 31.75025602],[15.74866134 32.34040924],[15.69551385 32.9245221 ],[15.65673825 33.50270629],[15.63182779 34.07511579],[15.62031988 34.64193611],[15.62179666 35.20337495],[15.63588453 35.75965442],[15.66225313 36.31100456],[15.70061384 36.85765794],[15.75071793 37.39984543],[15.81235462 37.93779275],[15.88534904 38.47171782],[15.96956027 39.00182877],[16.06487939 39.52832243],[16.17122772 40.05138327],[16.28855517 40.57118271],[16.41683882 41.08787866],[16.55608162 41.60161528],[16.7063113  42.11252291],[16.86757951 42.6207181 ],[17.03996113 43.12630368],[17.22355375 43.62936891],[17.41847738 44.12998959],[17.62487433 44.62822821],[17.84290929 45.12413403],[18.07276959 45.61774306],[18.31466565 46.10907808],[18.56883162 46.59814846],[18.83552624 47.08494996],[19.1150339  47.56946436],[19.4076659  48.05165898],[19.71376194 48.53148604],[20.03369193 49.00888183],[20.36785793 49.48376576],[20.71669653 49.95603905],[21.08068147 50.42558331]
1280,[25.  5.],[24.99874695  5.50060875],[24.99245122  6.00316339],[24.9772549   6.50832919],[24.95177249  7.01571476],[24.91588455  7.52470096],[24.86949194  8.0347505 ],[24.81251663  8.54540597],[24.74489692  9.05627603],[24.66658172  9.56702682],[24.57752563 10.07737465],[24.47768479 10.58707929],[24.3670133  11.09593782],[24.24546027 11.60377917],[24.1129672 12.1104591],[23.96946591 12.6158558 ],[23.81487658 13.11986589],[23.64910622 13.62240087],[23.47204721 14.12338392],[23.28357604 14.62274711],[23.0835521  15.12042879],[22.87190309 15.61640939],[22.6488314  16.11080823],[22.4149275  16.60394567],[22.17115271 17.09633648],[21.91891413 17.58871678],[21.66026462 18.08212524],[21.3980917  18.57795119],[21.13611155 19.07782704],[20.87854176 19.5833079 ],[20.62924681 20.09532182],[20.39069601 20.61371445],[20.16396007 21.13750456],[19.94955257 21.66553124],[19.74784295 22.19674114],[19.55907035 22.73019542],[19.38336367 23.26506413],[19.22075965 23.80062248],[19.07121949 24.33624598],[18.93464426 24.87140432],[18.81088865 25.40565433],[18.69977316 25.93863231],[18.60109477 26.47004616],[18.51463594 26.99966748],[18.44017227 27.52732373],[18.37747879 28.05289087],[18.32633506 28.5762863 ],[18.28652919 29.09746242],[18.25786104 29.61640067],[18.24014454 30.13310622],[18.23320942 30.64760322],[18.23690241 31.15993057],[18.25108797 31.67013831],[18.27564873 32.17828443],[18.31048565 32.68443219],[18.35551796 33.18864781],[18.41068301 33.69099857],[18.47593602 34.19155117],[18.55124975 34.69037045],[18.63661416 35.18751827],[18.73203615 35.68305265],[18.83753919 36.17702706],[18.95316313 36.66948981],[19.07896398 37.16048366],[19.2150138  37.65004535],[19.36140068 38.13820537],[19.51822873 38.62498763],[19.68561827 39.11040929],[19.86370599 39.59448046],[20.05264535 40.07720402],[20.252607   40.55857535],[20.46377928 41.0385821 ],[20.68636898 41.51720382],[20.92060206 41.99441163],[21.16672462 42.4701678 ],[21.42500402 42.94442523],[21.69573005 43.41712686],[21.9792164  43.88820499],[22.27580225 44.35758044],[22.58585409 44.82516162],[22.90976774 45.29084336],[23.24797067 45.75450565],[23.60092455 46.21601209],[23.96912819 46.67520811],[24.35312074 47.1319189 ],[24.75348538 47.58594695],[25.1708534  48.03706927],[25.60590882 48.48503404],[26.05939357 48.92955672],[26.53211336 49.37031552],[27.02494426 49.80694599],[27.53884016 50.23903474]
1408,[25.  5.],[24.9987469   5.50061749],[24.9924451   6.00347974],[24.97720767  6.50977834],[24.95160309  7.01929151],[24.91546759  7.53123834],[24.86866263  8.04492316],[24.81107862  8.55975452],[24.74263073  9.07522511],[24.6632517   9.59090067],[24.57288567 10.10641101],[24.47148281 10.62144174],[24.35899478 11.13572673],[24.23537095 11.64904123],[24.10055506 12.1611958 ],[23.9544825  12.67203069],[23.79707793 13.18141091],[23.62825328 13.68922183],[23.44790596 14.19536519],[23.25591735 14.69975555],[23.05215134 15.20231717],[22.83645304 15.70298114],[22.6086475  16.20168283],[22.36853847 16.69835953],[22.11590709 17.1929483 ],[21.85051054 17.68538402],[21.57208062 18.17559738],[21.28032218 18.66351315],[20.97491135 19.14904826],[20.65549368 19.63211003],[20.32168199 20.11259422],[19.97305398 20.59038307],[19.60914953 21.0653431 ],[19.22946776 21.53732279],[18.83347904 22.00616331],[18.42080752 22.47186511],[17.99153902 22.93488396],[17.54621209 23.39612002],[17.08555413 23.85661319],[16.61038439 24.31739255],[16.12163731 24.77947768],[15.62037144 25.24387443],[15.1077753  25.71156307],[14.58516618 26.18347938],[14.05398127 26.66048997],[13.51576239 27.14336547],[12.97213907 27.63275928],[12.42481951 28.12920278],[11.87560063 28.63312638],[11.326399   29.14490121],[10.77927872 29.66486705],[10.23642663 30.1932945 ],[ 9.70004521 30.7302694 ],[ 9.1722047  31.27557241],[ 8.65473707 31.82864813],[ 8.14920919 32.38867808],[ 7.65694744 32.95469327],[ 7.17907389 33.52566838],[ 6.7165424  34.10058687],[ 6.27018343 34.67849089],[ 5.84076441 35.25852516],[ 5.42906145 35.83997105],[ 5.03591766 36.42225425],[ 4.66224181 37.00490217],[ 4.30891205 37.58744915],[ 3.97657199 38.16931124],[ 3.66541005 38.74970767],[ 3.37514247 39.32773766],[ 3.10520573 39.90255436],[ 2.85492027 40.47346813],[ 2.62354894 41.03995646],[ 2.41032304 41.60164679],[ 2.21446416 42.15829839],[ 2.03520179 42.70978425],[ 1.87178711 43.25607351],[ 1.72350339 43.79721478],[ 1.58967347 44.3333207 ],[ 1.46966481 44.86455401],[ 1.36289237 45.39111517],[ 1.26882005 45.91323166],[ 1.18696066 46.43114878],[ 1.11687505 46.94512191],[ 1.05817048 47.45541015],[ 1.01049849 47.96227115],[ 0.97355254 48.46595706],[ 0.94706535 48.96671131],[ 0.9308063  49.46476631],[ 0.9245788  49.96034169],[ 0.92821774 50.45364323]
1536,[25.  5.],[24.99875376  5.49924498],[24.99255444  5.99629779],[24.97775746  6.49061436],[24.95323781  6.98246903],[24.919103    7.47210896],[24.87543654  7.95974362],[24.82229595  8.44556003],[24.75971513  8.92972505],[24.68770638  9.41238637],[24.60626206  9.89367366],[24.51535599 10.37369974],[24.41494462 10.85256164],[24.30496797 11.33034172],[24.18535036 11.80710861],[24.05600098 12.28291812],[23.91681426 12.75781402],[23.76767012 13.23182883],[23.60843398 13.70498434],[23.43895676 14.17729224],[23.25907461 14.64875444],[23.06860859 15.11936351],[22.8673642 15.5891028],[22.65513076 16.05794664],[22.43168065 16.52586034],[22.19676848 16.99280009],[21.95013001 17.45871279],[21.69148106 17.92353571],[21.42051608 18.38719608],[21.13690672 18.84961049],[20.84030013 19.31068417],[20.53031702 19.77031013],[20.20654959 20.22836807],[19.86855911 20.6847231 ],[19.51587327 21.13922427],[19.14798326 21.59170279],[18.76434037 22.04196991],[18.36435229 22.48981455],[17.94737897 22.93500038],[17.51272791 23.37726253],[17.05964887 23.81630365],[16.587328   24.25178927],[16.09488111 24.68334243],[15.5813462  25.11053723],[15.04567484 25.53289129],[14.48672266 25.9498567 ],[13.90323829 26.36080935],[13.29408452 26.76488587],[12.65857704 27.16078595],[11.99640952 27.54688622],[11.30740713 27.92144638],[10.59147202 28.28266524],[ 9.84859214 28.62868682],[ 9.07884821 28.95760391],[ 8.28242049 29.26746166],[ 7.45959553 29.55626179],[ 6.6107728  29.82196726],[ 5.73647137 30.06250764],[ 4.83733641 30.27578513],[ 3.91414551 30.45968113],[ 2.96781483 30.61206357],[ 1.99940492 30.73079484],[ 1.01012627 30.8137405 ],[1.35667822e-03 3.08592580e+01],[-1.02542294 30.86734034]
1664,[25.  5.],[24.99873458  5.50308273],[24.99223756  6.01690514],[24.97609981  6.54744582],[24.94808931  7.09594757],[24.90714061  7.66163087],[24.8522537   8.24253534],[24.78261412  8.83578195],[24.69758912  9.43848752],[24.59669932 10.04814676],[24.47960175 10.66260518],[24.34606593 11.28001498],[24.19594878 11.89879945],[24.02917191 12.51762054],[23.8457016  13.13534904],[23.6455314  13.75103713],[23.42866725 14.36389334],[23.19511498 14.97325988],[22.94486971 15.57859212],[22.67790711 16.17944017],[22.39417608 16.77543247],[22.09359262 17.36626099],[21.77603464 17.95166818],[21.44133751 18.53143522],[21.08928999 19.10537153],[20.71963058 19.67330525],[20.33204391 20.23507465],[19.92615713 20.79052015],[19.50153612 21.33947674],[19.0579174  21.88196529],[18.59579458 22.41871659],[18.1166646 22.9514099],[17.6225938  23.48220848],[17.11579544 24.0132256 ],[16.59854514 24.54635015],[16.07319812 25.08323182],[15.54220885 25.62528867],[15.00815658 26.17372711],[14.47376898 26.729563  ],[13.94193561 27.29363184],[13.4156981  27.86657565],[12.89820556 28.44880211],[12.39263446 29.04042706],[11.90208069 29.64121973],[11.42942745 30.25056214],[10.97720527 30.86743918],[10.54747721 31.49047877],[10.14171247 32.11800379],[ 9.76067936 32.74810725],[ 9.40454397 33.37884534],[ 9.07309985 34.00845071],[ 8.76589734 34.63541286],[ 8.48229573 35.25847641],[ 8.22151316 35.87662969],[ 7.98267098 36.48908844],[ 7.76483197 37.09527542],[ 7.56703258 37.69479758],[ 7.38830916 38.28742221],[ 7.22771856 38.87305301],[ 7.08435387 39.45170729],[ 6.95735573 40.02349451],[ 6.84591996 40.58859693],[ 6.74930223 41.14725234],[ 6.66682029 41.69973893],[ 6.5978543  42.24636247],[ 6.54184576 42.78744547],[ 6.49829547 43.3233182 ],[ 6.46676075 43.85431151],[ 6.44685217 44.38075106],[ 6.4382302  44.90295291],[ 6.44060163 45.42122018],[ 6.45371613 45.93584064],[ 6.47736287 46.4470851 ],[ 6.5113674 46.9552064],[ 6.5555887  47.46043888],[ 6.60991647 47.96299827],[ 6.67426876 48.46308186],[ 6.74858972 48.96086891],[ 6.83284776 49.45652119],[ 6.92703387 49.95018364],[ 7.03116017 50.44198509]
1792,[25.  5.],[24.99875113  5.49977101],[24.99251576  5.9988908 ],[24.97757282  6.49717672],[24.95270646  6.99461118],[24.91794637  7.49113894],[24.87331459  7.98671275],[24.81882372  8.48129768],[24.75447637  8.97486833],[24.6802644   9.46740668],[24.59616828  9.95890025],[24.50215661 10.4493405 ],[24.39818571 10.9387214 ],[24.28419914 11.42703826],[24.16012746 11.91428662],[24.02588782 12.40046129],[23.88140057 12.88556078],[23.72671576 13.3696291 ],[23.56220841 13.8528288 ],[23.38856959 14.33544721],[23.20661585 14.81782461],[23.01717903 15.30030097],[22.82108898 15.78320009],[22.61918054 16.26682735],[22.41232678 16.75147967],[22.20149884 17.23746737],[21.98785944 17.72514847],[21.77290708 18.21497858],[21.5586905  18.70757573],[21.34804062 19.20376023],[21.14425609 19.70432266],[20.94996474 20.20949456],[20.76645842 20.71878075],[20.59420322 21.23135457],[20.43343356 21.74640634],[20.28429611 22.26322073],[20.14686327 22.78117198],[20.02114669 23.29971761],[19.90710916 23.81839283],[19.80467541 24.33680445],[19.71374156 24.85462448],[19.63418343 25.37158368],[19.56586367 25.88746513],[19.50863779 26.40209797],[19.46235922 26.91535147],[19.42688347 27.42712943],[19.40207147 27.93736504],[19.38779223 28.44601616],[19.38392496 28.95306102],[19.39036064 29.45849442],[19.40700316 29.96232432],[19.4337702 30.4645689],[19.47059377 30.96525393],[19.5174206  31.46441054],[19.5742123  31.96207326],[19.64094549 32.45827846],[19.71761179 32.95306283],[19.80421778 33.44646232],[19.90078499 33.93851109],[20.00734979 34.42924066],[20.12396341 34.91867927],[20.25069193 35.40685125],[20.3876163  35.89377654],[20.5348325  36.37947023],[20.69245169 36.8639422 ],[20.86060047 37.34719675],[21.03942119 37.82923227],[21.22907242 38.31004094],[21.42972942 38.78960832],[21.6415848  39.26791308],[21.86484925 39.74492652],[22.09975237 40.22061221],[22.34654369 40.69492543],[22.6054938  41.16781263],[22.87689562 41.63921079],[23.16106585 42.10904665],[23.45834662 42.57723581],[23.76910736 43.0436818 ],[24.09374681 43.50827483],[24.43269542 43.97089049],[24.78641791 44.43138815],[25.15541623 44.88960913],[25.54023281 45.34537461],[25.94145428 45.79848313],[26.35971558 46.24870773],[26.79570463 46.69579256],[27.25016756 47.13944896],[27.72391458 47.57935084],[28.21782671 48.01512924],[28.7328632  48.44636592],[29.2700701  48.87258575],[29.83058986 49.29324777],[30.41567226 49.70773439],[31.02647511 50.11520161]
1920,[25.  5.],[25.00125416  5.5008308 ],[25.007574    6.00470033],[25.02289493  6.51326872],[25.04871387  7.02630366],[25.0852546   7.54280441],[25.13270671  8.06187548],[25.19121937  8.5827542 ],[25.26090621  9.10478491],[25.34185428  9.62740508],[25.43413195 10.15013422],[25.53779576 10.67256351],[25.65289619 11.19434648],[25.77948265 11.71519044],[25.91760766 12.23484876],[26.06733041 12.75311395],[26.22871978 13.26981139],[26.40185692 13.78479382],[26.58683741 14.29793631],[26.78377326 14.80913186],[26.9927945 15.3182874],[27.21405086 15.82532026],[27.44771314 16.33015496],[27.69397467 16.83272034],[27.95305273 17.33294689],[28.22519    17.83076435],[28.51065611 18.32609937],[28.80974931 18.81887335],[29.12279832 19.30900029],[29.45016427 19.79638464],[29.79224303 20.28091917],[30.14946766 20.76248265],[30.52231125 21.24093749],[30.91129008 21.71612704],[31.31696719 22.18787278],[31.73995641 22.65597102],[32.18092691 23.12018925],[32.64060833 23.58026194],[33.11979663 24.03588571],[33.61936064 24.48671364],[34.14024952 24.93234873],[34.68350128 25.37233613],[35.25025231 25.80615395],[35.84174839 26.2332024 ],[36.45920858 26.65269295],[37.10348616 27.0634349 ],[37.77496922 27.46383238],[38.4738259  27.85210458],[39.20014549 28.22640609],[39.95392806 28.58483537],[40.73507686 28.9254392 ],[41.54339146 29.2462166 ],[42.37856083 29.5451232 ],[43.24015655 29.82007627],[44.12762612 30.0689604 ],[45.04028627 30.28963377],[45.97731665 30.47993513],[46.93775358 30.6376915 ],[47.92048425 30.76072649],[48.92424116 30.84686934],[49.94759703 30.89396476],[50.98896024 30.89988333]
