210000,[1.17204173 0.74789315],[1.15765262 0.7721986 ],[1.18339105 0.82919362],[1.2069197  0.88194477],[1.2352362  0.93283115],[1.268129   0.98307663],[1.30462483 1.03310871],[1.34392673 1.08306843],[1.3852941  1.13293379],[1.40396274 1.16756193],[1.40604194 1.19007746]
220000,[1.17204173 0.74789315],[1.15941276 0.77171582],[1.19183004 0.8287241 ],[1.21701475 0.8814788 ],[1.24294034 0.93236611],[1.27027637 0.98261116],[1.29826671 1.03264218],[1.32703138 1.08260247],[1.35657311 1.13253166],[1.3834664  1.18018616],[1.38378749 1.20835222]
230000,[1.17204173 0.74789315],[1.15919815 0.77177505],[1.19563904 0.82878434],[1.22211291 0.88153924],[1.24843417 0.93242687],[1.27637057 0.98267241],[1.30316651 1.03270358],[1.32892379 1.08266392],[1.35364999 1.13259551],[1.37660484 1.18202126],[1.375232  1.2142994]
240000,[1.17204173 0.74789315],[1.16213107 0.77092915],[1.20149621 0.82795825],[1.23271815 0.88071973],[1.26385315 0.93161075],[1.29648965 0.98185871],[1.33069464 1.03189189],[1.36542544 1.08184961],[1.39872245 1.13151294],[1.40583452 1.16566029],[1.40195459 1.1916531 ]
250000,[1.17204173 0.74789315],[1.1586016  0.77195304],[1.19358296 0.82895804],[1.22132458 0.8817119 ],[1.24977298 0.9325994 ],[1.28045485 0.98284541],[1.31351304 1.03287772],[1.34852101 1.08283764],[1.38469618 1.13271379],[1.40042787 1.16966465],[1.40007801 1.1945048 ]
260000,[1.17204173 0.74789315],[1.14905654 0.77420204],[1.17444015 0.83115608],[1.1908828  0.88389512],[1.20984758 0.9345607 ],[1.23500833 0.983275  ],[1.25955085 1.03170959],[1.27737789 1.0814647 ],[1.28883752 1.1313943 ],[1.2961851 1.1813033],[1.29952438 1.23119842]
270000,[1.17204173 0.74789315],[1.15012088 0.77394009],[1.17746719 0.83090165],[1.19167336 0.88364193],[1.20175262 0.93307293],[1.21002476 0.97979377],[1.21034375 1.02827804],[1.20638397 1.0768242 ],[1.20056817 1.12646487],[1.18640739 1.17795537],[1.16417694 1.22784331]
280000,[1.17204173 0.74789315],[1.16285564 0.7707199 ],[1.20647789 0.82775636],[1.2422245  0.88052059],[1.27805433 0.93141383],[1.31204211 0.98166301],[1.34157241 1.03169599],[1.36587424 1.08165427],[1.38415654 1.13155234],[1.38819444 1.17678917],[1.37373806 1.21317664]
290000,[1.17204173 0.74789315],[1.16174616 0.77103949],[1.20706523 0.82807042],[1.24423675 0.88083348],[1.2814035  0.93172679],[1.31270929 0.98197552],[1.33693042 1.03200797],[1.35250877 1.08196774],[1.35813098 1.13190098],[1.35250952 1.18181438],[1.33595748 1.23162527]
300000,[1.17204173 0.74789315],[1.14978543 0.77403629],[1.1876688  0.83100067],[1.21872795 0.88374533],[1.24080377 0.93462828],[1.25326084 0.98486888],[1.26086747 1.03343856],[1.26438223 1.08145473],[1.26471477 1.13095868],[1.24755043 1.18306894],[1.21495823 1.23305097]
310000,[1.17204173 0.74789315],[1.15308067 0.77318537],[1.19524358 0.83017396],[1.23021899 0.88292552],[1.26225909 0.93381354],[1.28549342 0.98405854],[1.298228   1.03408793],[1.29907059 1.08404606],[1.2916193  1.13406892],[1.27426897 1.18510227],[1.24258243 1.2351639 ]
320000,[1.17204173 0.74789315],[1.1551739  0.77279516],[1.20234434 0.82979233],[1.24354262 0.88254753],[1.28541196 0.93343973],[1.32473438 0.98369018],[1.35739896 1.03372414],[1.3805683  1.08367915],[1.3911509  1.13353578],[1.38315447 1.18100564],[1.35746371 1.22507449]
330000,[1.17204173 0.74789315],[1.1626184  0.77078907],[1.21485736 0.82783075],[1.26209665 0.88059927],[1.30914878 0.93149739],[1.35401805 0.98175071],[1.39522021 1.03177628],[1.4252622  1.07900108],[1.42901516 1.11569972],[1.42297597 1.1485189 ],[1.4099392  1.17821032]
340000,[1.17204173 0.74789315],[1.12296377 0.77988339],[1.14401282 0.83670092],[1.1631322  0.88940507],[1.19034708 0.94027504],[1.22574514 0.98956295],[1.25406334 1.03882818],[1.27232934 1.08812728],[1.27768607 1.13801486],[1.26767766 1.18877732],[1.24113312 1.23931533]
350000,[1.17204173 0.74789315],[1.12558495 0.77936808],[1.15813971 0.83620267],[1.19240494 0.88891541],[1.23187238 0.93979313],[1.2664035  0.99003778],[1.29294599 1.0400707 ],[1.30913023 1.09003423],[1.31286693 1.13997665],[1.30344385 1.18991471],[1.28447292 1.24076196]
360000,[1.17204173 0.74789315],[1.13386324 0.77753168],[1.17152817 0.8344095 ],[1.21022839 0.88713434],[1.25338132 0.93801716],[1.29870298 0.98826658],[1.3400898  1.03830333],[1.37511215 1.08826146],[1.39894311 1.13747682],[1.39397959 1.17624195],[1.37694264 1.21211831]
370000,[1.17204173 0.74789315],[1.14542118 0.77506678],[1.19075358 0.83201017],[1.23386936 0.88475298],[1.27912682 0.93564238],[1.32603005 0.98589413],[1.37091411 1.03592882],[1.4103929  1.08568456],[1.42058415 1.12402034],[1.41580733 1.1571678 ],[1.40319466 1.18711142]
380000,[1.17204173 0.74789315],[1.15765156 0.7721989 ],[1.2070312  0.82920807],[1.25370322 0.88196788],[1.30090637 0.9328632 ],[1.3488359  0.98311645],[1.3969415  1.03313822],[1.42997256 1.07696729],[1.43839263 1.10939771],[1.43778855 1.1366162 ],[1.43123471 1.15946091]
390000,[1.17204173 0.74789315],[1.15734878 0.772283  ],[1.20497126 0.8292889 ],[1.24828175 0.88204682],[1.29222211 0.93294046],[1.33721113 0.98319255],[1.38250686 1.03322372],[1.41966461 1.08232061],[1.42399372 1.12027497],[1.41336932 1.1567859 ],[1.39087014 1.1940221 ]
400000,[1.17204173 0.74789315],[1.16589755 0.77063429],[1.21899302 0.8277102 ],[1.26740026 0.88048856],[1.31536757 0.93139   ],[1.36268335 0.98164443],[1.4058732  1.03165493],[1.42947495 1.0766282 ],[1.42756434 1.11577069],[1.41204712 1.15521028],[1.38363201 1.19714238]
410000,[1.17204173 0.74789315],[1.13852372 0.77654863],[1.1683724  0.83344638],[1.19574407 0.88617291],[1.22773906 0.93705217],[1.2636683 0.9872966],[1.29777313 1.0373293 ],[1.31921824 1.08729136],[1.3168112  1.13723019],[1.29412372 1.18780384],[1.26626845 1.24217608]
420000,[1.17204173 0.74789315],[1.14606457 0.77492307],[1.18242226 0.83186462],[1.2189165  0.88460504],[1.25890719 0.9354914 ],[1.30175487 0.98574035],[1.34498479 1.03577555],[1.38014419 1.08572856],[1.39919385 1.13520275],[1.38798217 1.17882428],[1.35932288 1.22349485]
430000,[1.17204173 0.74789315],[1.15218419 0.77340305],[1.18830337 0.83038255],[1.2270037  0.88313326],[1.26872258 0.9340233 ],[1.31286992 0.98427356],[1.35871315 1.03430816],[1.39894808 1.08422456],[1.41475708 1.12682647],[1.40655239 1.16379545],[1.38537431 1.20091558]
440000,[1.17204173 0.74789315],[1.15520678 0.77278536],[1.19426075 0.82977742],[1.23572061 0.88253175],[1.28004442 0.93342378],[1.32639016 0.9836752 ],[1.37304214 1.03370819],[1.41437456 1.08336065],[1.42365999 1.12094281],[1.41667249 1.15509875],[1.39849315 1.18875826]
450000,[1.17204173 0.74789315],[1.16790076 0.77977366],[1.17800221 0.82880494],[1.19572876 0.87941549],[1.21125027 0.92809546],[1.22224503 0.96447774],[1.22583592 0.99019036],[1.23613131 1.02011219],[1.25147694 1.05343156],[1.26808188 1.08612418],[1.28142361 1.11597707]
460000,[1.17204173 0.74789315],[1.16556951 0.7798164 ],[1.1719224  0.82944955],[1.19013925 0.8805345 ],[1.21497668 0.92731661],[1.2406382  0.96892395],[1.27160335 1.01372937],[1.30098176 1.05555551],[1.32928922 1.09496677],[1.35050372 1.12863845],[1.363566   1.15597404]
470000,[1.17204173 0.74789315],[1.18490526 0.77974105],[1.21027123 0.82829541],[1.24425769 0.87825638],[1.27223587 0.91384583],[1.27867164 0.92594958],[1.27552847 0.93146401],[1.27713441 0.94891582],[1.29923884 0.98746763],[1.32495069 1.02628772],[1.34812668 1.0624117 ]
480000,[1.17204173 0.74789315],[1.18100204 0.7730643 ],[1.17983041 0.78976385],[1.18702058 0.81340734],[1.20560352 0.84808617],[1.2387999  0.89331222],[1.28159005 0.9427667 ],[1.32188984 0.98979822],[1.35694376 1.03345438],[1.38515524 1.0728163 ],[1.4051688  1.10687734]
490000,[1.17204173 0.74789315],[1.15266172 0.75450518],[1.16615775 0.78763284],[1.19901922 0.83333088],[1.23543717 0.88051404],[1.2722952  0.92687404],[1.30776748 0.9717208 ],[1.34049524 1.01442083],[1.36874223 1.0540913 ],[1.3908644  1.08969341],[1.40645276 1.12071342]
500000,[1.17204173 0.74789315],[1.15304433 0.76332316],[1.16244995 0.79811857],[1.19716609 0.84826812],[1.24056153 0.89975828],[1.2872259  0.95057991],[1.32776459 0.99761594],[1.36071162 1.04022246],[1.38620878 1.07814225],[1.40425233 1.11105118],[1.41540286 1.138967  ]
510000,[1.17204173 0.74789315],[1.16589899 0.78145578],[1.20947795 0.83024575],[1.24517653 0.87933857],[1.28979278 0.92817691],[1.3217689  0.96313477],[1.32284237 0.96651883],[1.32034577 0.96606121],[1.31620456 0.96371116],[1.31122304 0.9604659 ],[1.30582786 0.95679064]
