10000,[1.17204173 0.74789315],[1.12654905 0.79572414],[1.07661728 0.84838177],[1.05687994 0.89545578],[1.09525358 0.94730014],[1.14671442 0.99571687],[1.19508606 1.04726369],[1.24665967 1.09594567],[1.29521417 1.14732027],[1.34679088 1.19612978],[1.37155284 1.23074879],[1.39292307 1.25570421],[1.41668136 1.29303089]
20000,[1.17204173 0.74789315],[1.12902987 0.79572388],[1.09499616 0.84838388],[1.11712676 0.89627131],[1.16283866 0.94821877],[1.21437415 0.99661418],[1.26267261 1.04822141],[1.31408397 1.09676906],[1.36255324 1.14828107],[1.40094576 1.18786254],[1.41897061 1.22422115],[1.47747899 1.27847244],[1.44386641 1.30811336]
30000,[1.17204173 0.74789315],[1.13509013 0.79572619],[1.13567792 0.84839313],[1.18358992 0.89641015],[1.23152914 0.94837606],[1.2832382  0.99683133],[1.33177565 1.04846381],[1.38035852 1.09557555],[1.37823457 1.11907054],[1.36863442 1.13139453],[1.36535773 1.14830018],[1.36017469 1.16270452],[1.35836478 1.17571591]
40000,[1.17204173 0.74789315],[1.12967592 0.79572479],[1.13272299 0.84838997],[1.18155715 0.89640036],[1.22910171 0.94833633],[1.28061959 0.9966825 ],[1.32888542 1.04828433],[1.38022602 1.09678447],[1.41036127 1.13806786],[1.4151277 1.1581412],[1.40218367 1.17027922],[1.39618912 1.18337668],[1.38765018 1.1928459 ]
50000,[1.17204173 0.74789315],[1.12831359 0.79572393],[1.11379458 0.84838799],[1.16125982 0.89638954],[1.20925281 0.9483304 ],[1.26096647 0.99670766],[1.30936229 1.04830811],[1.36075268 1.09682059],[1.40093039 1.14332332],[1.41159982 1.16616126],[1.39758877 1.17709934],[1.39347401 1.19036204],[1.3838177  1.19865072]
60000,[1.17204173 0.74789315],[1.12773565 0.79572386],[1.10476142 0.84838614],[1.1501491  0.89637046],[1.19811323 0.94832371],[1.2498535  0.99672337],[1.29829571 1.04833801],[1.34971273 1.09685697],[1.3959138  1.14663403],[1.40968902 1.17093972],[1.39391732 1.18042916],[1.39114965 1.19400741],[1.38379738 1.20364354]
70000,[1.17204173 0.74789315],[1.11685911 0.71809795],[1.0756156  0.70240212],[1.0292333  0.68477902],[0.98117153 0.66593925],[0.9389477  0.64883956],[0.90310996 0.63485522],[0.86916524 0.62279213],[0.83617396 0.61258044],[0.80381772 0.60345357],[0.7788559  0.59857228],[0.76673009 0.59884867],[0.76010684 0.60047636]
