10,[1.17204173 0.74789315 0.55890028],[1.1516687  0.79573028 0.50874306],[1.16706057 0.84839925 0.45869616],[1.21430116 0.89643234 0.40867355],[1.26180298 0.94840519 0.35869217],[1.31346051 0.99685511 0.30943682],[1.36198451 1.04847086 0.28105062],[1.41241082 1.09645619 0.31787084],[1.42253763 1.12787368 0.37092873],[1.43032713 1.15141833 0.42256433],[1.4527703  1.18996947 0.47206232],[1.51051068 1.24530696 0.52697091]
20,[1.17204173 0.74789315 0.55890028],[1.1516687  0.79573028 0.50874306],[1.16706057 0.84839925 0.45869616],[1.21430116 0.89643234 0.40867355],[1.26180298 0.94840519 0.35869217],[1.31346051 0.99685511 0.30943682],[1.36198451 1.04847086 0.28105062],[1.41241082 1.09645619 0.31787084],[1.42253763 1.12787368 0.37092873],[1.43032713 1.15141833 0.42256433],[1.4527703  1.18996947 0.47206232],[1.51051068 1.24530696 0.52697091]
30,[1.17204173 0.74789315 0.55890028],[1.1516687  0.79573028 0.50874306],[1.16706057 0.84839925 0.45869616],[1.21430116 0.89643234 0.40867355],[1.26180298 0.94840519 0.35869217],[1.31346051 0.99685511 0.30943682],[1.36198451 1.04847086 0.28105062],[1.41241082 1.09645619 0.31787084],[1.42253763 1.12787368 0.37092873],[1.43032713 1.15141833 0.42256433],[1.4527703  1.18996947 0.47206232],[1.51051068 1.24530696 0.52697091]
40,[1.17204173 0.74789315 0.55890028],[1.1516687  0.79573028 0.50874306],[1.16706057 0.84839925 0.45869616],[1.21430116 0.89643234 0.40867355],[1.26180298 0.94840519 0.35869217],[1.31346051 0.99685511 0.30943682],[1.36198451 1.04847086 0.28105062],[1.41241082 1.09645619 0.31787084],[1.42253763 1.12787368 0.37092873],[1.43032713 1.15141833 0.42256433],[1.4527703  1.18996947 0.47206232],[1.51051068 1.24530696 0.52697091]
50,[1.17204173 0.74789315 0.55890028],[1.1516687  0.79573028 0.50874306],[1.16706057 0.84839925 0.45869616],[1.21430116 0.89643234 0.40867355],[1.26180298 0.94840519 0.35869217],[1.31346051 0.99685511 0.30943682],[1.36198451 1.04847086 0.28105062],[1.41241082 1.09645619 0.31787084],[1.42253763 1.12787368 0.37092873],[1.43032713 1.15141833 0.42256433],[1.4527703  1.18996947 0.47206232],[1.51051068 1.24530696 0.52697091]
60,[1.17204173 0.74789315 0.55890028],[1.1516687  0.79573028 0.50874306],[1.16706057 0.84839925 0.45869616],[1.21430116 0.89643234 0.40867355],[1.26180298 0.94840519 0.35869217],[1.31346051 0.99685511 0.30943682],[1.36198451 1.04847086 0.28105062],[1.41241082 1.09645619 0.31787084],[1.42253763 1.12787368 0.37092873],[1.43032713 1.15141833 0.42256433],[1.4527703  1.18996947 0.47206232],[1.51051068 1.24530696 0.52697091]
70,[1.17204173 0.74789315 0.55890028],[1.1516687  0.79573028 0.50874306],[1.16706057 0.84839925 0.45869616],[1.21430116 0.89643234 0.40867355],[1.26180298 0.94840519 0.35869217],[1.31346051 0.99685511 0.30943682],[1.36198451 1.04847086 0.28105062],[1.41241082 1.09645619 0.31787084],[1.42253763 1.12787368 0.37092873],[1.43032713 1.15141833 0.42256433],[1.4527703  1.18996947 0.47206232],[1.51051068 1.24530696 0.52697091]
80,[1.17204173 0.74789315 0.55890028],[1.1516687  0.79573028 0.50874306],[1.16706057 0.84839925 0.45869616],[1.21430116 0.89643234 0.40867355],[1.26180298 0.94840519 0.35869217],[1.31346051 0.99685511 0.30943682],[1.36198451 1.04847086 0.28105062],[1.41241082 1.09645619 0.31787084],[1.42253763 1.12787368 0.37092873],[1.43032713 1.15141833 0.42256433],[1.4527703  1.18996947 0.47206232],[1.51051068 1.24530696 0.52697091]
90,[1.17204173 0.74789315 0.55890028],[1.1516687  0.79573028 0.50874306],[1.16706057 0.84839925 0.45869616],[1.21430116 0.89643234 0.40867355],[1.26180298 0.94840519 0.35869217],[1.31346051 0.99685511 0.30943682],[1.36198451 1.04847086 0.28105062],[1.41241082 1.09645619 0.31787084],[1.42253763 1.12787368 0.37092873],[1.43032713 1.15141833 0.42256433],[1.4527703  1.18996947 0.47206232],[1.51051068 1.24530696 0.52697091]
100,[1.17204173 0.74789315 0.55890028],[1.1516687  0.79573028 0.50874306],[1.16706057 0.84839925 0.45869616],[1.21430116 0.89643234 0.40867355],[1.26180298 0.94840519 0.35869217],[1.31346051 0.99685511 0.30943682],[1.36198451 1.04847086 0.28105062],[1.41241082 1.09645619 0.31787084],[1.42253763 1.12787368 0.37092873],[1.43032713 1.15141833 0.42256433],[1.4527703  1.18996947 0.47206232],[1.51051068 1.24530696 0.52697091]
