290000,[1.17204173 0.74789315],[1.21207736 0.7808107 ],[1.26994828 0.82766079],[1.32293633 0.87746269],[1.3686598  0.92301918],[1.38018899 0.93900176],[1.38458709 0.94815876],[1.38515743 0.95323339],[1.38369709 0.95586558],[1.38115186 0.95699992],[1.37805467 0.95721847]
300000,[1.17204173 0.74789315],[1.21248759 0.78076075],[1.27045257 0.82766511],[1.32345171 0.87751433],[1.37099639 0.92459839],[1.38306847 0.94096982],[1.38791616 0.95045519],[1.38885592 0.95582535],[1.38766254 0.95871218],[1.38529554 0.96007764],[1.38206513 0.96027638]
310000,[1.17204173 0.74789315],[1.212504   0.78075602],[1.27044392 0.82766585],[1.32342506 0.87750858],[1.37061494 0.92430216],[1.38247034 0.94050905],[1.38724756 0.94994719],[1.38823965 0.95536793],[1.38712522 0.95832208],[1.38485607 0.95976858],[1.38197238 0.9602997 ]
320000,[1.17204173 0.74789315],[1.21260435 0.78072796],[1.27056355 0.82766667],[1.32355281 0.87752813],[1.37151985 0.92497046],[1.38375037 0.94146251],[1.38879877 0.95110682],[1.39008697 0.95677877],[1.3891821  0.95993989],[1.38705703 0.96157215],[1.38426669 0.96228112]
330000,[1.17204173 0.74789315],[1.21265901 0.78071189],[1.27063537 0.82766927],[1.32365026 0.87754839],[1.37233511 0.92558493],[1.38512151 0.94251862],[1.39054365 0.95246007],[1.392176   0.95843719],[1.39159497 0.96193366],[1.38966894 0.96384082],[1.38699382 0.9647997 ]
340000,[1.17204173 0.74789315],[1.21275487 0.78068177],[1.27076081 0.82767281],[1.32381555 0.87758284],[1.37339691 0.92636787],[1.38713649 0.94409023],[1.39290943 0.95431341],[1.39474944 0.96049272],[1.39433366 0.96421002],[1.3925705  0.96640315],[1.38994052 0.96758987]
350000,[1.17204173 0.74789315],[1.21110295 0.78104824],[1.2687543  0.82779112],[1.3216737  0.87748752],[1.36263403 0.91910398],[1.37310876 0.93443031],[1.37689584 0.94326213],[1.37731843 0.94833198],[1.37602071 0.95113499],[1.37381576 0.95250385],[1.37114659 0.95295805]
360000,[1.17204173 0.74789315],[1.20899095 0.78073141],[1.26640091 0.82737434],[1.3192141  0.87696353],[1.35481462 0.91424686],[1.36373619 0.92871268],[1.36619514 0.93688435],[1.3655206 0.9414468],[1.36335709 0.94384528],[1.36053347 0.94488624],[1.35747518 0.94505165]
370000,[1.17204173 0.74789315],[1.20840732 0.78063438],[1.26575133 0.82725704],[1.31854073 0.87682079],[1.35292194 0.91313345],[1.36155515 0.92747238],[1.36376505 0.93555803],[1.36289569 0.94007397],[1.3606066  0.94246474],[1.35772942 0.94352885],[1.35468234 0.94373648]
380000,[1.17204173 0.74789315],[1.20748306 0.78065933],[1.26468845 0.82725609],[1.31737699 0.87677272],[1.34838584 0.91048347],[1.35553767 0.92401004],[1.35603685 0.93121895],[1.35325611 0.93481175],[1.34892798 0.9362702 ],[1.34398025 0.93643126],[1.33892393 0.9357877 ]
390000,[1.17204173 0.74789315],[1.20746188 0.7806692 ],[1.26465123 0.82726534],[1.31731812 0.87677821],[1.34780543 0.91010011],[1.35460378 0.92342127],[1.35461849 0.93036428],[1.35119779 0.93362745],[1.34605799 0.93469719],[1.34013863 0.93443233],[1.33396883 0.9333457 ]
400000,[1.17204173 0.74789315],[1.20696697 0.78011556],[1.2641235  0.82671222],[1.31677795 0.87621906],[1.34715973 0.90949132],[1.35379449 0.92275696],[1.35357274 0.92961107],[1.34985724 0.93276554],[1.34438317 0.93372329],[1.33809138 0.93334636],[1.33151533 0.9321521 ]
410000,[1.17204173 0.74789315],[1.20693458 0.78011707],[1.26408356 0.82671206],[1.31673822 0.8762164 ],[1.34703278 0.90941962],[1.35366228 0.92268772],[1.35343399 0.92954356],[1.34971041 0.93269796],[1.34422694 0.93365327],[1.3379266  0.93327231],[1.33134126 0.9320705 ]
420000,[1.17204173 0.74789315],[1.2069475  0.78011855],[1.26409848 0.82671381],[1.31676429 0.87621863],[1.34726285 0.90957108],[1.35405119 0.92293188],[1.35403047 0.92989959],[1.35057039 0.93318386],[1.34541416 0.93428587],[1.33950445 0.93406178],[1.33337085 0.93302057]
430000,[1.17204173 0.74789315],[1.21266952 0.78071193],[1.2708393  0.82767618],[1.32484445 0.87792044],[1.3768224  0.92875863],[1.41233645 0.96663831],[1.42538567 0.9871189 ],[1.42841046 1.00136468],[1.4253676  1.01237046],[1.41914624 1.02191119],[1.41151671 1.03088319]
440000,[1.17204173 0.74789315],[1.21021965 0.78100834],[1.26848975 0.82763499],[1.32338719 0.87798145],[1.37636548 0.93021425],[1.42475011 0.98247135],[1.4294234  1.00765334],[1.41967036 1.02698586],[1.40625569 1.04403154],[1.39254313 1.06003093],[1.37953271 1.07520948]
450000,[1.17204173 0.74789315],[1.20671877 0.78012562],[1.26383724 0.82671298],[1.31647952 0.87620611],[1.3462578  0.90900555],[1.35307445 0.92243871],[1.35387383 0.93001405],[1.35335494 0.93527352],[1.35524639 0.94101663],[1.36098885 0.94875283],[1.36754448 0.95732644]
460000,[1.17204173 0.74789315],[1.20679069 0.78025732],[1.26420981 0.82687962],[1.31726812 0.87645596],[1.35738734 0.91711161],[1.37595892 0.93898301],[1.3949884  0.96083997],[1.41912797 0.98777439],[1.45154293 1.02388973],[1.50514201 1.07952929],[1.56030217 1.14625484]
470000,[1.17204173 0.74789315],[1.20672048 0.78012431],[1.26383817 0.8267125 ],[1.31647467 0.87620582],[1.34610084 0.90889854],[1.35251004 0.92206946],[1.35202342 0.92882626],[1.34800547 0.93188603],[1.3421981  0.93276123],[1.33555519 0.93232747],[1.32862604 0.93111614]
480000,[1.17204173 0.74789315],[1.2067211 0.7801263],[1.26383735 0.82671418],[1.31647261 0.87620711],[1.34606593 0.90887513],[1.3524521  0.92203171],[1.3519294  0.92876562],[1.34785057 0.93178556],[1.34194852 0.93259798],[1.33516452 0.93207014],[1.32803332 0.93072405]
490000,[1.17204173 0.74789315],[1.20618687 0.77947073],[1.26330701 0.82608983],[1.30206086 0.86490086],[1.31466813 0.88360537],[1.31867368 0.89478595],[1.31858603 0.90185875],[1.31660536 0.90666793],[1.31380499 0.91017919],[1.31070872 0.91289965],[1.30757059 0.91510082]
500000,[1.17204173 0.74789315],[1.20583464 0.7789679 ],[1.2602431  0.82378959],[1.28169949 0.849104  ],[1.28943983 0.86382197],[1.29059053 0.87248771],[1.28873641 0.8778997 ],[1.28562497 0.88156564],[1.28209381 0.88426685],[1.2785379 0.8864072],[1.27513626 0.8881976 ]
510000,[1.17204173 0.74789315],[1.20577128 0.77892455],[1.25872074 0.82275592],[1.27932844 0.84740648],[1.28634335 0.86150467],[1.28684531 0.8695871 ],[1.28441963 0.87446771],[1.28079701 0.87764658],[1.27680483 0.87989968],[1.27283155 0.88162719],[1.26905156 0.88303722]
