290000,[1.17204173 0.74789315],[1.17332845 0.78699184],[1.20109444 0.83239669],[1.23605791 0.88090632],[1.2744507  0.92748584],[1.27558677 0.93841705],[1.27340207 0.94474329],[1.26966008 0.94833008],[1.26543673 0.95043437],[1.26120163 0.95167132],[1.25699788 0.95237856]
300000,[1.17204173 0.74789315],[1.1811028  0.78728744],[1.2057614 0.835084 ],[1.23060409 0.8854514 ],[1.25915274 0.9352031 ],[1.29158107 0.98488402],[1.31355459 1.02335583],[1.30808184 1.03685429],[1.30001494 1.04662226],[1.2910323  1.05431896],[1.28207228 1.06093903]
310000,[1.17204173 0.74789315],[1.16441387 0.80254084],[1.16454891 0.85434091],[1.18048489 0.90393788],[1.20565394 0.95335234],[1.23677941 1.00291857],[1.27275924 1.05252197],[1.31256758 1.1021166 ],[1.34532552 1.1463427 ],[1.34072244 1.16746653],[1.33189849 1.18465331]
320000,[1.17204173 0.74789315],[1.17738938 0.78088627],[1.19835794 0.83148007],[1.22467182 0.88315447],[1.26002488 0.93367482],[1.30237399 0.98260198],[1.32029228 1.00186676],[1.31654886 0.99659807],[1.31442195 0.99331436],[1.31278336 0.99060827],[1.31140847 0.98820831]
330000,[1.17204173 0.74789315],[1.21025175 0.77997324],[1.26580324 0.82817999],[1.31813082 0.87918843],[1.36914788 0.9304366 ],[1.40227391 0.96764331],[1.41827034 0.99177724],[1.42572042 1.00969566],[1.42752368 1.02354323],[1.42575326 1.03477137],[1.42271519 1.04563112]
340000,[1.17204173 0.74789315],[1.21403023 0.77966875],[1.27250376 0.82759221],[1.32588412 0.87833451],[1.37122976 0.92414435],[1.39032907 0.94847806],[1.4006316  0.96570185],[1.40547795 0.97843571],[1.40693751 0.98831603],[1.40629695 0.99634794],[1.40436553 1.00315329]
350000,[1.17204173 0.74789315],[1.21422294 0.77970529],[1.27268413 0.8276871 ],[1.32628434 0.87868062],[1.37770418 0.92998265],[1.4045347 0.9617719],[1.41531847 0.98073457],[1.41880364 0.99371381],[1.41817466 1.00314077],[1.41528507 1.01041607],[1.41305117 1.01859518]
360000,[1.17204173 0.74789315],[1.21416898 0.7797054 ],[1.27258753 0.82770904],[1.32601313 0.87859789],[1.37724973 0.92965099],[1.40559918 0.96295995],[1.42118013 0.98696596],[1.43117653 1.00804627],[1.43576781 1.02637591],[1.4355373  1.04223248],[1.43147716 1.0560315 ]
370000,[1.17204173 0.74789315],[1.21388008 0.77967076],[1.27226702 0.82758508],[1.32584322 0.87854181],[1.37723025 0.929803  ],[1.40507816 0.96257818],[1.42269504 0.98861736],[1.43301633 1.01036217],[1.43705619 1.02858778],[1.43605416 1.04401775],[1.43140209 1.05738483]
380000,[1.17204173 0.74789315],[1.21403804 0.77970914],[1.27239422 0.82764024],[1.32589369 0.87849943],[1.3769332  0.92931273],[1.40729549 0.9645592 ],[1.42357935 0.98948858],[1.43100791 1.00813169],[1.43182627 1.02172727],[1.41928441 1.01987117],[1.40715742 1.01672011]
390000,[1.17204173 0.74789315],[1.21366288 0.77967857],[1.27185387 0.82745461],[1.32504056 0.87794269],[1.37125872 0.92446672],[1.4012191  0.95902613],[1.41857267 0.98434284],[1.42903226 1.00545776],[1.43369507 1.02324085],[1.43373439 1.03847168],[1.43028707 1.05178129]
400000,[1.17204173 0.74789315],[1.21235983 0.77973848],[1.2699082  0.82709447],[1.32369879 0.87758976],[1.37166997 0.92564665],[1.40209601 0.96074623],[1.42339424 0.99022107],[1.43570671 1.01442466],[1.44029212 1.03446641],[1.43856534 1.05109541],[1.43273177 1.06616215]
410000,[1.17204173 0.74789315],[1.21089877 0.77965693],[1.26793734 0.826681  ],[1.32014703 0.8754904 ],[1.3609215  0.91701083],[1.3948932  0.95480358],[1.42017092 0.987481  ],[1.43636267 1.0154095 ],[1.44279081 1.03843115],[1.44060959 1.05699853],[1.43260291 1.07378592]
420000,[1.17204173 0.74789315],[1.21137776 0.77975511],[1.26775365 0.82706436],[1.32144514 0.87756924],[1.37179851 0.92787527],[1.40792665 0.96848086],[1.43291282 1.0026683 ],[1.44533786 1.03003547],[1.44628602 1.05130443],[1.43933283 1.06947536],[1.42680346 1.08515025]
430000,[1.17204173 0.74789315],[1.21052898 0.77973777],[1.26594398 0.82718398],[1.31905885 0.87787949],[1.37039285 0.9296198 ],[1.40998435 0.97341433],[1.4347306  1.00786797],[1.44603514 1.03499883],[1.4455297  1.05570317],[1.43731058 1.07356899],[1.42390864 1.08889264]
440000,[1.17204173 0.74789315],[1.19625184 0.78028583],[1.24712052 0.82912581],[1.29432612 0.88056602],[1.34189741 0.93212173],[1.39048218 0.9846255 ],[1.42262318 1.02474161],[1.43439844 1.05234156],[1.43304576 1.07244295],[1.42348742 1.08936948],[1.40955481 1.10350409]
450000,[1.17204173 0.74789315],[1.19139494 0.78005957],[1.23023977 0.82770551],[1.26698553 0.87860438],[1.30495861 0.93080794],[1.34391609 0.98427867],[1.38345641 1.03815683],[1.40774222 1.07869551],[1.40518669 1.1013814 ],[1.39347272 1.11768049],[1.37954709 1.13088613]
460000,[1.17204173 0.74789315],[1.19229306 0.78038897],[1.23090279 0.82989197],[1.27038656 0.88189245],[1.31195521 0.93401308],[1.35724268 0.98613198],[1.40479653 1.03816016],[1.42000329 1.06744696],[1.41956692 1.08722381],[1.41034522 1.10350702],[1.39676918 1.11677197]
470000,[1.17204173 0.74789315],[1.19999147 0.7801902 ],[1.2607101  0.82940411],[1.30657191 0.88140858],[1.35226596 0.93353201],[1.39994791 0.98507312],[1.42385552 1.01815847],[1.43517565 1.04451479],[1.43511156 1.06447544],[1.42780837 1.08033933],[1.41615566 1.09470651]
480000,[1.17204173 0.74789315],[1.19806798 0.78019844],[1.2531373  0.82961112],[1.29295409 0.88184923],[1.33331295 0.9339848 ],[1.3792338  0.98573609],[1.41554824 1.02862877],[1.42772097 1.05583666],[1.42731439 1.07628448],[1.41892711 1.09191384],[1.40561865 1.10608875]
490000,[1.17204173 0.74789315],[1.1998082  0.78025349],[1.24966181 0.82981214],[1.28816265 0.88221943],[1.32537726 0.93466521],[1.36809087 0.98685801],[1.41324591 1.03740939],[1.424765  1.0649819],[1.42275606 1.08510289],[1.41242131 1.10094076],[1.39793849 1.11447687]
500000,[1.17204173 0.74789315],[1.20313161 0.78031656],[1.25286201 0.8302905 ],[1.29160129 0.88373479],[1.32920032 0.93642151],[1.36886531 0.98920073],[1.41398025 1.04145067],[1.42627577 1.07266396],[1.417804   1.09297091],[1.4036833  1.10866919],[1.38916717 1.12205943]
510000,[1.17204173 0.74789315],[1.20477769 0.78035631],[1.25383537 0.83019061],[1.29535402 0.88355689],[1.33619148 0.93625959],[1.37910892 0.98878599],[1.42387605 1.04141165],[1.43066074 1.07167698],[1.41917027 1.09175683],[1.40443628 1.10775011],[1.38982878 1.12156042]
