10000,[1.17204173 0.74789315 0.55890028],[1.26581661 0.80140117 0.6068116 ],[1.29067568 0.85376686 0.64187408],[1.32816016 0.90123369 0.67509995],[1.36661776 0.95011904 0.70687344],[1.40632056 0.99982805 0.73866435],[1.4470981  1.04993701 0.77111648],[1.48879068 1.1002421  0.80446754],[1.53128432 1.15064904 0.83879329]
20000,[1.17204173 0.74789315 0.55890028],[1.24013298 0.79905071 0.57879242],[1.2935442  0.84578316 0.6206664 ],[1.34460123 0.89319381 0.66321028],[1.39513779 0.94166359 0.70816008],[1.44546777 0.99064007 0.75533511],[1.49557343 1.03990683 0.80417603]
30000,[1.17204173 0.74789315 0.55890028],[1.23157038 0.80303265 0.54020336],[1.28711978 0.85136503 0.53546375],[1.33938579 0.89954943 0.53355497],[1.39115536 0.9473935  0.54409619],[1.44223622 0.9949321  0.56698659],[1.49275231 1.04220205 0.60178347]
40000,[1.17204173 0.74789315 0.55890028],[1.24385958 0.80197887 0.5333815 ],[1.29235348 0.84690197 0.50620789],[1.33820116 0.89409114 0.47746398],[1.38411524 0.94248979 0.44902038],[1.43048296 0.99149812 0.42224341],[1.47678393 1.04073236 0.39804273],[1.47990967 1.08149579 0.38445179],[1.48373183 1.12128719 0.37398135],[1.48465739 1.1596484  0.37084883],[1.4855662  1.19881661 0.37530124],[1.48562377 1.23901095 0.38763518],[1.51246676 1.27600412 0.42191159]
50000,[1.17204173 0.74789315 0.55890028],[1.23858915 0.80278367 0.55182904],[1.29244789 0.85146288 0.55212033],[1.34269592 0.90220608 0.56348193],[1.39191529 0.95291787 0.58586491],[1.44079482 1.00355137 0.61727851],[1.48965272 1.05404539 0.65527534],[1.5385081  1.10439029 0.69756891]
60000,[1.17204173 0.74789315 0.55890028],[1.23229492 0.79576931 0.53928867],[1.28521602 0.84330262 0.53970768],[1.33610855 0.89190819 0.56026309],[1.3863672  0.94189986 0.59654085],[1.43677477 0.99256366 0.64114259],[1.48748883 1.04409339 0.68928111],[1.53838979 1.09647515 0.73892564]
70000,[1.17204173 0.74789315 0.55890028],[1.22875925 0.79574654 0.54441105],[1.27890477 0.84349223 0.54735285],[1.32786584 0.89279688 0.56772271],[1.37726935 0.94288889 0.60186355],[1.42737147 0.99348524 0.64410561],[1.47855131 1.04480822 0.69117062],[1.52891314 1.09602574 0.74004103]
80000,[1.17204173 0.74789315 0.55890028],[1.22909106 0.79041157 0.54004625],[1.27943034 0.837319   0.54228005],[1.32914594 0.88680794 0.56598565],[1.37931657 0.93740485 0.60580988],[1.43052663 0.98848533 0.65225566],[1.481672   1.03944411 0.70096553],[1.51728105 1.07968653 0.74414544]
90000,[1.17204173 0.74789315 0.55890028],[1.2326287  0.79694507 0.5161502 ],[1.25917513 0.84381424 0.47117593],[1.29855073 0.89596908 0.42278889],[1.34194786 0.9480027  0.38799012],[1.3873431  0.99916096 0.38813279],[1.43466984 1.0501078  0.41699131],[1.48393832 1.10190791 0.45922405],[1.53417737 1.15412588 0.50698373]
100000,[1.17204173 0.74789315 0.55890028],[1.20046848 0.80509838 0.52574376],[1.23623064 0.84965998 0.50222952],[1.27627825 0.89244179 0.49279305],[1.31799712 0.93738683 0.49801754],[1.36386984 0.98593116 0.52311204],[1.4137833  1.03755981 0.56221951],[1.46529888 1.09132097 0.6066006 ],[1.51542265 1.14469081 0.65509614]
110000,[1.17204173 0.74789315 0.55890028],[1.24122036 0.79696337 0.53927508],[1.29596105 0.84509098 0.52855148],[1.34606985 0.89321701 0.55131478],[1.39567127 0.94289115 0.58846861],[1.44501971 0.99327526 0.634065  ],[1.49475501 1.04361569 0.68294989]
120000,[1.17204173 0.74789315 0.55890028],[1.23878017 0.802225   0.54577527],[1.2915088  0.84934248 0.55019721],[1.34090972 0.89859343 0.58091668],[1.39000653 0.94861677 0.62245174],[1.43910232 0.99886972 0.66874104],[1.48846141 1.04948235 0.71697073],[1.53797837 1.10034245 0.76613037]
130000,[1.17204173 0.74789315 0.55890028],[1.23687463 0.80845322 0.52089252],[1.29127351 0.85677398 0.49381129],[1.34203285 0.90174549 0.51090287],[1.39077118 0.94782244 0.54848352],[1.43980331 0.99480841 0.59394191],[1.48952564 1.04179766 0.64293918],[1.53932325 1.08861799 0.69344487]
140000,[1.17204173 0.74789315 0.55890028],[1.24419948 0.79772253 0.52017922],[1.29186497 0.84239769 0.48769668],[1.33913349 0.88775167 0.4956876 ],[1.38672328 0.93569042 0.53090844],[1.43543325 0.98494654 0.57457761],[1.47701732 1.02776686 0.62191058],[1.4867386  1.04193005 0.6671875 ],[1.49608169 1.05515079 0.70842654]
150000,[1.17204173 0.74789315 0.55890028],[1.23730633 0.80877754 0.56351815],[1.29210998 0.85674803 0.60560674],[1.34308013 0.90420402 0.65662234],[1.39224537 0.95263499 0.70905716],[1.44071161 1.00187    0.7612726 ],[1.48895395 1.05138276 0.81308936],[1.5371582  1.1009507  0.86449206]
160000,[1.17204173 0.74789315 0.55890028],[1.23851971 0.80593845 0.53477281],[1.28501008 0.84831102 0.5438881 ],[1.32884788 0.89492386 0.56254997],[1.37171142 0.9398247  0.61468504],[1.39820086 0.97782971 0.68289605],[1.41835517 1.01401468 0.75182081],[1.43275204 1.04773218 0.81953011],[1.44234581 1.07836248 0.88467476],[1.44755876 1.10555872 0.94656578],[1.44870021 1.12916791 1.00470063],[1.44609177 1.14922627 1.05864993],[1.4402242  1.16592894 1.10811391]
170000,[1.17204173 0.74789315 0.55890028],[1.17830801 0.80684765 0.5419938 ],[1.23748527 0.852717   0.50685816],[1.32389051 0.91842341 0.49518296],[1.3790101  0.96942495 0.53472235],[1.42941609 1.01980913 0.57933659],[1.47919957 1.06969528 0.62575216],[1.52858969 1.11972448 0.67349404]
180000,[1.17204173 0.74789315 0.55890028],[1.25122663 0.79659901 0.60672522],[1.29823898 0.84131889 0.6599678 ],[1.34649005 0.88944542 0.71133125],[1.39635583 0.93935215 0.76196107],[1.44710142 0.99012486 0.81236412],[1.49805979 1.041269   0.86270776]
190000,[1.17204173 0.74789315 0.55890028],[1.23814358 0.80718644 0.52688496],[1.29339977 0.84020246 0.52589437],[1.33948649 0.88771774 0.48160651],[1.38903727 0.93409682 0.4535618 ],[1.43611176 0.97918761 0.48820893],[1.4865537  1.02678048 0.53037595],[1.5384123  1.07578277 0.57439004]
200000,[1.17204173 0.74789315 0.55890028],[1.23553786 0.80622395 0.51454141],[1.29077103 0.85561854 0.4703196 ],[1.34479218 0.90207067 0.48640155],[1.39558662 0.94984077 0.53346804],[1.44528995 1.00053326 0.57974494],[1.49463088 1.05234899 0.62661053]
210000,[1.17204173 0.74789315 0.55890028],[1.24008834 0.80824429 0.58656723],[1.29095418 0.85035082 0.6455826 ],[1.33767731 0.89874996 0.69722357],[1.38684159 0.94724784 0.74790801],[1.43673686 0.9971786  0.79753918],[1.48681149 1.04732013 0.84699613],[1.53699069 1.09756953 0.89634929]
220000,[1.17204173 0.74789315 0.55890028],[1.2398722  0.80729623 0.57062391],[1.2883126  0.85571721 0.63127962],[1.33500346 0.90171393 0.68388306],[1.38484425 0.95096129 0.73189957],[1.43430265 1.00072115 0.78124409],[1.48366608 1.05063066 0.83108575],[1.53302386 1.1006019  0.88107793]
230000,[1.17204173 0.74789315 0.55890028],[1.27128093 0.82853791 0.66548543],[1.30045585 0.87907736 0.71826359],[1.34677286 0.92558365 0.76762687],[1.39500339 0.97473792 0.81726401],[1.44242438 1.02383592 0.86792283],[1.45938302 1.05784869 0.92775498],[1.46662798 1.08612084 0.98611772],[1.46720401 1.10979089 1.04116926],[1.46287727 1.12951966 1.09206055],[1.45516947 1.14586541 1.13841741],[1.44507188 1.15933535 1.18018935],[1.43342199 1.17040591 1.21752157]
240000,[1.17204173 0.74789315 0.55890028],[1.23822588 0.8070568  0.52573078],[1.29155664 0.83701643 0.54538423],[1.33126233 0.8871245  0.50490669],[1.3523025  0.92273128 0.52261707],[1.36865137 0.95624114 0.57507533],[1.38996957 0.99263869 0.63337338],[1.41277059 1.02970487 0.69622746],[1.43417222 1.06569463 0.76031576],[1.45767184 1.10261124 0.8210212 ],[1.48508535 1.14160052 0.87792102],[1.51358123 1.18140867 0.93220858]
250000,[1.17204173 0.74789315 0.55890028],[1.23277747 0.78723056 0.64283064],[1.27087242 0.83868495 0.66327334],[1.33037576 0.8861822  0.74104482],[1.32101706 0.90095411 0.74739611],[1.37978513 0.95210001 0.82232739],[1.23370197 0.85660192 0.82486832],[1.32789873 0.91062734 0.88447074],[1.26911438 0.92608862 0.95537721],[1.33152322 0.99483632 1.00494322],[1.37134222 1.0340901  1.05735388],[1.36062546 1.11851954 1.06544832],[1.39937625 1.15407339 1.12098622]
260000,[1.17204173 0.74789315 0.55890028],[1.20326939 0.68795431 0.54964787],[1.21744848 0.65566885 0.46173559],[1.21372862 0.61119371 0.45605006],[1.22280618 0.56706626 0.38127561],[1.19695597 0.52889026 0.38971361],[1.21072027 0.48239416 0.31785753],[1.18489355 0.4350978  0.33900208],[1.18121638 0.38794544 0.27190955],[1.15936176 0.34423128 0.29773221],[1.17820957 0.2951127  0.23426922],[1.15615091 0.26024367 0.26885819],[1.1774003  0.21046227 0.20884183]
270000,[1.17204173 0.74789315 0.55890028],[1.22485071 0.68881529 0.54574058],[1.23221169 0.66461838 0.46107267],[1.24569033 0.6259466  0.44956506],[1.23345196 0.59078703 0.36829824],[1.23863307 0.54274004 0.3843533 ],[1.22088286 0.52374519 0.31313301],[1.21353744 0.48436451 0.32722579],[1.20318402 0.44170471 0.26679001],[1.2026893 0.395009  0.2860116],[1.20566336 0.34403722 0.2224469 ],[1.19002787 0.30472044 0.25192174],[1.21432096 0.25622327 0.20156488]
280000,[1.17204173 0.74789315 0.55890028],[1.12444118 0.69198966 0.60959352],[1.0886489  0.64998846 0.65752251],[1.07618937 0.59283663 0.70493106],[1.10996242 0.55046373 0.74344641],[1.1533675  0.49418114 0.77284767],[1.20208613 0.4507376  0.78626564],[1.25121183 0.3951452  0.78924667],[1.29075628 0.35828492 0.77246663],[1.32767432 0.3113652  0.75182993],[1.32264254 0.30788847 0.70388011],[1.3353052  0.28013313 0.67359179],[1.33596236 0.27149391 0.63654047]
